[2026-08-21 16:03:18][INFO] 
------------------------ training training_args ------------------------
[2026-08-21 16:15:50][INFO] iteration      278/    1000 | consumed samples:        26688 | elapsed time per iteration (ms): 2224.5 | throughput (samples/sec/per_device): 5.394 | learning rate: 2.091573E-05 | global batch size:    96 | action loss: 1.800789E-01 | loss scale: 1.0 | grad norm: 0.699358 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:15:54][INFO] iteration      279/    1000 | consumed samples:        26784 | elapsed time per iteration (ms): 3688.5 | throughput (samples/sec/per_device): 3.253 | learning rate: 2.088707E-05 | global batch size:    96 | action loss: 1.714411E-01 | loss scale: 1.0 | grad norm: 0.651878 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:15:57][INFO] iteration      280/    1000 | consumed samples:        26880 | elapsed time per iteration (ms): 3232.0 | throughput (samples/sec/per_device): 3.713 | learning rate: 2.085833E-05 | global batch size:    96 | action loss: 1.513347E-01 | loss scale: 1.0 | grad norm: 0.683982 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:15:57][INFO] max time across ranks (ms):
    forward-backward................................: 3102.35
    forward-compute.................................: 1994.81
    backward-compute................................: 2825.87
    batch-generator.................................: 1.64
    nan-grad-cleanup................................: 13.04
    grad-clip.......................................: 32.25
    optimizer.......................................: 83.24
    optimizer-inner-step............................: 83.14
    optimizer-scheduler-step........................: 0.06
    optimizer-zero-grad.............................: 0.53
[2026-08-21 16:15:59][INFO] iteration      281/    1000 | consumed samples:        26976 | elapsed time per iteration (ms): 2294.1 | throughput (samples/sec/per_device): 5.231 | learning rate: 2.082951E-05 | global batch size:    96 | action loss: 1.544531E-01 | loss scale: 1.0 | grad norm: 0.693941 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:02][INFO] iteration      282/    1000 | consumed samples:        27072 | elapsed time per iteration (ms): 2608.6 | throughput (samples/sec/per_device): 4.600 | learning rate: 2.080061E-05 | global batch size:    96 | action loss: 1.725040E-01 | loss scale: 1.0 | grad norm: 0.704723 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:06][INFO] iteration      283/    1000 | consumed samples:        27168 | elapsed time per iteration (ms): 3797.5 | throughput (samples/sec/per_device): 3.160 | learning rate: 2.077164E-05 | global batch size:    96 | action loss: 2.021705E-01 | loss scale: 1.0 | grad norm: 0.725833 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:09][INFO] iteration      284/    1000 | consumed samples:        27264 | elapsed time per iteration (ms): 3515.3 | throughput (samples/sec/per_device): 3.414 | learning rate: 2.074258E-05 | global batch size:    96 | action loss: 1.987394E-01 | loss scale: 1.0 | grad norm: 0.672027 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:12][INFO] iteration      285/    1000 | consumed samples:        27360 | elapsed time per iteration (ms): 2900.3 | throughput (samples/sec/per_device): 4.137 | learning rate: 2.071345E-05 | global batch size:    96 | action loss: 1.792176E-01 | loss scale: 1.0 | grad norm: 0.638905 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:15][INFO] iteration      286/    1000 | consumed samples:        27456 | elapsed time per iteration (ms): 2455.4 | throughput (samples/sec/per_device): 4.887 | learning rate: 2.068424E-05 | global batch size:    96 | action loss: 1.795423E-01 | loss scale: 1.0 | grad norm: 0.670945 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:20][INFO] iteration      287/    1000 | consumed samples:        27552 | elapsed time per iteration (ms): 5660.2 | throughput (samples/sec/per_device): 2.120 | learning rate: 2.065495E-05 | global batch size:    96 | action loss: 1.571349E-01 | loss scale: 1.0 | grad norm: 0.667320 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:24][INFO] iteration      288/    1000 | consumed samples:        27648 | elapsed time per iteration (ms): 3605.2 | throughput (samples/sec/per_device): 3.329 | learning rate: 2.062559E-05 | global batch size:    96 | action loss: 1.884685E-01 | loss scale: 1.0 | grad norm: 0.720163 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:28][INFO] iteration      289/    1000 | consumed samples:        27744 | elapsed time per iteration (ms): 4145.9 | throughput (samples/sec/per_device): 2.894 | learning rate: 2.059615E-05 | global batch size:    96 | action loss: 2.082813E-01 | loss scale: 1.0 | grad norm: 0.920044 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:32][INFO] iteration      290/    1000 | consumed samples:        27840 | elapsed time per iteration (ms): 3612.9 | throughput (samples/sec/per_device): 3.321 | learning rate: 2.056663E-05 | global batch size:    96 | action loss: 1.965263E-01 | loss scale: 1.0 | grad norm: 0.807869 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:34][INFO] iteration      291/    1000 | consumed samples:        27936 | elapsed time per iteration (ms): 2622.9 | throughput (samples/sec/per_device): 4.575 | learning rate: 2.053704E-05 | global batch size:    96 | action loss: 1.761022E-01 | loss scale: 1.0 | grad norm: 0.744438 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:37][INFO] iteration      292/    1000 | consumed samples:        28032 | elapsed time per iteration (ms): 3050.9 | throughput (samples/sec/per_device): 3.933 | learning rate: 2.050737E-05 | global batch size:    96 | action loss: 1.632669E-01 | loss scale: 1.0 | grad norm: 0.690060 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:42][INFO] iteration      293/    1000 | consumed samples:        28128 | elapsed time per iteration (ms): 4365.3 | throughput (samples/sec/per_device): 2.749 | learning rate: 2.047762E-05 | global batch size:    96 | action loss: 1.548918E-01 | loss scale: 1.0 | grad norm: 0.650756 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:45][INFO] iteration      294/    1000 | consumed samples:        28224 | elapsed time per iteration (ms): 2747.5 | throughput (samples/sec/per_device): 4.368 | learning rate: 2.044780E-05 | global batch size:    96 | action loss: 1.901220E-01 | loss scale: 1.0 | grad norm: 0.652439 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:47][INFO] iteration      295/    1000 | consumed samples:        28320 | elapsed time per iteration (ms): 2733.0 | throughput (samples/sec/per_device): 4.391 | learning rate: 2.041791E-05 | global batch size:    96 | action loss: 1.841218E-01 | loss scale: 1.0 | grad norm: 0.651384 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:51][INFO] iteration      296/    1000 | consumed samples:        28416 | elapsed time per iteration (ms): 3190.3 | throughput (samples/sec/per_device): 3.761 | learning rate: 2.038794E-05 | global batch size:    96 | action loss: 1.727685E-01 | loss scale: 1.0 | grad norm: 0.674629 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:55][INFO] iteration      297/    1000 | consumed samples:        28512 | elapsed time per iteration (ms): 4121.8 | throughput (samples/sec/per_device): 2.911 | learning rate: 2.035789E-05 | global batch size:    96 | action loss: 1.899856E-01 | loss scale: 1.0 | grad norm: 0.670117 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:16:57][INFO] iteration      298/    1000 | consumed samples:        28608 | elapsed time per iteration (ms): 2618.4 | throughput (samples/sec/per_device): 4.583 | learning rate: 2.032777E-05 | global batch size:    96 | action loss: 1.780447E-01 | loss scale: 1.0 | grad norm: 0.620425 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:00][INFO] iteration      299/    1000 | consumed samples:        28704 | elapsed time per iteration (ms): 2447.4 | throughput (samples/sec/per_device): 4.903 | learning rate: 2.029758E-05 | global batch size:    96 | action loss: 1.714932E-01 | loss scale: 1.0 | grad norm: 0.626904 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:05][INFO] iteration      300/    1000 | consumed samples:        28800 | elapsed time per iteration (ms): 5083.2 | throughput (samples/sec/per_device): 2.361 | learning rate: 2.026732E-05 | global batch size:    96 | action loss: 1.695333E-01 | loss scale: 1.0 | grad norm: 0.685431 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:05][INFO] max time across ranks (ms):
    forward-backward................................: 4952.62
    forward-compute.................................: 1621.40
    backward-compute................................: 4675.74
    batch-generator.................................: 1.56
    nan-grad-cleanup................................: 13.45
    grad-clip.......................................: 32.30
    optimizer.......................................: 84.90
    optimizer-inner-step............................: 84.82
    optimizer-scheduler-step........................: 0.07
    optimizer-zero-grad.............................: 0.85
[2026-08-21 16:17:07][INFO] iteration      301/    1000 | consumed samples:        28896 | elapsed time per iteration (ms): 2320.2 | throughput (samples/sec/per_device): 5.172 | learning rate: 2.023698E-05 | global batch size:    96 | action loss: 1.629181E-01 | loss scale: 1.0 | grad norm: 0.626109 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:10][INFO] iteration      302/    1000 | consumed samples:        28992 | elapsed time per iteration (ms): 2827.0 | throughput (samples/sec/per_device): 4.245 | learning rate: 2.020657E-05 | global batch size:    96 | action loss: 1.777834E-01 | loss scale: 1.0 | grad norm: 0.786225 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:13][INFO] iteration      303/    1000 | consumed samples:        29088 | elapsed time per iteration (ms): 3464.5 | throughput (samples/sec/per_device): 3.464 | learning rate: 2.017608E-05 | global batch size:    96 | action loss: 1.940854E-01 | loss scale: 1.0 | grad norm: 0.679868 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:16][INFO] iteration      304/    1000 | consumed samples:        29184 | elapsed time per iteration (ms): 2920.9 | throughput (samples/sec/per_device): 4.108 | learning rate: 2.014552E-05 | global batch size:    96 | action loss: 1.904214E-01 | loss scale: 1.0 | grad norm: 0.710905 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:18][INFO] iteration      305/    1000 | consumed samples:        29280 | elapsed time per iteration (ms): 2155.5 | throughput (samples/sec/per_device): 5.567 | learning rate: 2.011490E-05 | global batch size:    96 | action loss: 1.800387E-01 | loss scale: 1.0 | grad norm: 0.709586 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:21][INFO] iteration      306/    1000 | consumed samples:        29376 | elapsed time per iteration (ms): 2349.9 | throughput (samples/sec/per_device): 5.107 | learning rate: 2.008419E-05 | global batch size:    96 | action loss: 1.790883E-01 | loss scale: 1.0 | grad norm: 0.800437 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:27][INFO] iteration      307/    1000 | consumed samples:        29472 | elapsed time per iteration (ms): 6450.9 | throughput (samples/sec/per_device): 1.860 | learning rate: 2.005342E-05 | global batch size:    96 | action loss: 1.883835E-01 | loss scale: 1.0 | grad norm: 0.750735 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:30][INFO] iteration      308/    1000 | consumed samples:        29568 | elapsed time per iteration (ms): 3043.8 | throughput (samples/sec/per_device): 3.942 | learning rate: 2.002258E-05 | global batch size:    96 | action loss: 1.871562E-01 | loss scale: 1.0 | grad norm: 0.714905 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:33][INFO] iteration      309/    1000 | consumed samples:        29664 | elapsed time per iteration (ms): 2657.8 | throughput (samples/sec/per_device): 4.515 | learning rate: 1.999167E-05 | global batch size:    96 | action loss: 1.962600E-01 | loss scale: 1.0 | grad norm: 0.717712 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:37][INFO] iteration      310/    1000 | consumed samples:        29760 | elapsed time per iteration (ms): 3767.2 | throughput (samples/sec/per_device): 3.185 | learning rate: 1.996068E-05 | global batch size:    96 | action loss: 1.582635E-01 | loss scale: 1.0 | grad norm: 0.664382 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:40][INFO] iteration      311/    1000 | consumed samples:        29856 | elapsed time per iteration (ms): 3524.3 | throughput (samples/sec/per_device): 3.405 | learning rate: 1.992963E-05 | global batch size:    96 | action loss: 1.795489E-01 | loss scale: 1.0 | grad norm: 0.652143 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:44][INFO] iteration      312/    1000 | consumed samples:        29952 | elapsed time per iteration (ms): 3857.6 | throughput (samples/sec/per_device): 3.111 | learning rate: 1.989851E-05 | global batch size:    96 | action loss: 1.722401E-01 | loss scale: 1.0 | grad norm: 0.631985 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:47][INFO] iteration      313/    1000 | consumed samples:        30048 | elapsed time per iteration (ms): 3345.6 | throughput (samples/sec/per_device): 3.587 | learning rate: 1.986731E-05 | global batch size:    96 | action loss: 1.892055E-01 | loss scale: 1.0 | grad norm: 0.613752 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:51][INFO] iteration      314/    1000 | consumed samples:        30144 | elapsed time per iteration (ms): 3997.7 | throughput (samples/sec/per_device): 3.002 | learning rate: 1.983605E-05 | global batch size:    96 | action loss: 1.639229E-01 | loss scale: 1.0 | grad norm: 0.667033 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:55][INFO] iteration      315/    1000 | consumed samples:        30240 | elapsed time per iteration (ms): 3050.4 | throughput (samples/sec/per_device): 3.934 | learning rate: 1.980472E-05 | global batch size:    96 | action loss: 1.631209E-01 | loss scale: 1.0 | grad norm: 0.638215 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:17:58][INFO] iteration      316/    1000 | consumed samples:        30336 | elapsed time per iteration (ms): 3816.7 | throughput (samples/sec/per_device): 3.144 | learning rate: 1.977332E-05 | global batch size:    96 | action loss: 1.871949E-01 | loss scale: 1.0 | grad norm: 0.663218 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:02][INFO] iteration      317/    1000 | consumed samples:        30432 | elapsed time per iteration (ms): 3617.8 | throughput (samples/sec/per_device): 3.317 | learning rate: 1.974185E-05 | global batch size:    96 | action loss: 1.482647E-01 | loss scale: 1.0 | grad norm: 0.697800 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:05][INFO] iteration      318/    1000 | consumed samples:        30528 | elapsed time per iteration (ms): 3475.1 | throughput (samples/sec/per_device): 3.453 | learning rate: 1.971031E-05 | global batch size:    96 | action loss: 1.881707E-01 | loss scale: 1.0 | grad norm: 0.792616 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:08][INFO] iteration      319/    1000 | consumed samples:        30624 | elapsed time per iteration (ms): 2500.1 | throughput (samples/sec/per_device): 4.800 | learning rate: 1.967871E-05 | global batch size:    96 | action loss: 1.791476E-01 | loss scale: 1.0 | grad norm: 0.746772 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:12][INFO] iteration      320/    1000 | consumed samples:        30720 | elapsed time per iteration (ms): 4355.2 | throughput (samples/sec/per_device): 2.755 | learning rate: 1.964704E-05 | global batch size:    96 | action loss: 2.406142E-01 | loss scale: 1.0 | grad norm: 0.778821 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:12][INFO] max time across ranks (ms):
    forward-backward................................: 4224.98
    forward-compute.................................: 1592.77
    backward-compute................................: 3947.93
    batch-generator.................................: 1.47
    nan-grad-cleanup................................: 13.45
    grad-clip.......................................: 32.36
    optimizer.......................................: 84.84
    optimizer-inner-step............................: 84.75
    optimizer-scheduler-step........................: 0.08
    optimizer-zero-grad.............................: 0.79
[2026-08-21 16:18:15][INFO] iteration      321/    1000 | consumed samples:        30816 | elapsed time per iteration (ms): 2755.5 | throughput (samples/sec/per_device): 4.355 | learning rate: 1.961530E-05 | global batch size:    96 | action loss: 1.745707E-01 | loss scale: 1.0 | grad norm: 0.660752 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:15][INFO] PowerSGDPlusState restart: iter=220 compressed_iter=200 method=approximate rank=1
[2026-08-21 16:18:22][INFO] iteration      322/    1000 | consumed samples:        30912 | elapsed time per iteration (ms): 6810.8 | throughput (samples/sec/per_device): 1.762 | learning rate: 1.958350E-05 | global batch size:    96 | action loss: 1.662532E-01 | loss scale: 1.0 | grad norm: 0.754354 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:29][INFO] iteration      323/    1000 | consumed samples:        31008 | elapsed time per iteration (ms): 6746.5 | throughput (samples/sec/per_device): 1.779 | learning rate: 1.955163E-05 | global batch size:    96 | action loss: 1.903334E-01 | loss scale: 1.0 | grad norm: 0.632128 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:33][INFO] iteration      324/    1000 | consumed samples:        31104 | elapsed time per iteration (ms): 4392.0 | throughput (samples/sec/per_device): 2.732 | learning rate: 1.951969E-05 | global batch size:    96 | action loss: 1.756002E-01 | loss scale: 1.0 | grad norm: 0.706201 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:36][INFO] iteration      325/    1000 | consumed samples:        31200 | elapsed time per iteration (ms): 2996.8 | throughput (samples/sec/per_device): 4.004 | learning rate: 1.948769E-05 | global batch size:    96 | action loss: 1.802510E-01 | loss scale: 1.0 | grad norm: 0.677931 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:38][INFO] iteration      326/    1000 | consumed samples:        31296 | elapsed time per iteration (ms): 2365.0 | throughput (samples/sec/per_device): 5.074 | learning rate: 1.945562E-05 | global batch size:    96 | action loss: 1.871593E-01 | loss scale: 1.0 | grad norm: 0.692698 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:40][INFO] iteration      327/    1000 | consumed samples:        31392 | elapsed time per iteration (ms): 2060.3 | throughput (samples/sec/per_device): 5.824 | learning rate: 1.942349E-05 | global batch size:    96 | action loss: 1.841563E-01 | loss scale: 1.0 | grad norm: 0.692869 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:46][INFO] iteration      328/    1000 | consumed samples:        31488 | elapsed time per iteration (ms): 5165.7 | throughput (samples/sec/per_device): 2.323 | learning rate: 1.939129E-05 | global batch size:    96 | action loss: 2.209048E-01 | loss scale: 1.0 | grad norm: 0.699083 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:48][INFO] iteration      329/    1000 | consumed samples:        31584 | elapsed time per iteration (ms): 2298.5 | throughput (samples/sec/per_device): 5.221 | learning rate: 1.935903E-05 | global batch size:    96 | action loss: 1.717594E-01 | loss scale: 1.0 | grad norm: 0.642807 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:50][INFO] iteration      330/    1000 | consumed samples:        31680 | elapsed time per iteration (ms): 2559.7 | throughput (samples/sec/per_device): 4.688 | learning rate: 1.932671E-05 | global batch size:    96 | action loss: 1.815015E-01 | loss scale: 1.0 | grad norm: 0.650140 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:53][INFO] iteration      331/    1000 | consumed samples:        31776 | elapsed time per iteration (ms): 2387.9 | throughput (samples/sec/per_device): 5.025 | learning rate: 1.929432E-05 | global batch size:    96 | action loss: 1.626920E-01 | loss scale: 1.0 | grad norm: 0.655178 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:18:58][INFO] iteration      332/    1000 | consumed samples:        31872 | elapsed time per iteration (ms): 4708.5 | throughput (samples/sec/per_device): 2.549 | learning rate: 1.926186E-05 | global batch size:    96 | action loss: 1.817698E-01 | loss scale: 1.0 | grad norm: 0.655592 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:00][INFO] iteration      333/    1000 | consumed samples:        31968 | elapsed time per iteration (ms): 2454.2 | throughput (samples/sec/per_device): 4.890 | learning rate: 1.922935E-05 | global batch size:    96 | action loss: 2.097549E-01 | loss scale: 1.0 | grad norm: 0.642219 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:03][INFO] iteration      334/    1000 | consumed samples:        32064 | elapsed time per iteration (ms): 2927.1 | throughput (samples/sec/per_device): 4.100 | learning rate: 1.919677E-05 | global batch size:    96 | action loss: 1.996837E-01 | loss scale: 1.0 | grad norm: 0.614177 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:07][INFO] iteration      335/    1000 | consumed samples:        32160 | elapsed time per iteration (ms): 3598.7 | throughput (samples/sec/per_device): 3.335 | learning rate: 1.916413E-05 | global batch size:    96 | action loss: 1.627952E-01 | loss scale: 1.0 | grad norm: 0.606312 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:10][INFO] iteration      336/    1000 | consumed samples:        32256 | elapsed time per iteration (ms): 3056.3 | throughput (samples/sec/per_device): 3.926 | learning rate: 1.913143E-05 | global batch size:    96 | action loss: 2.008216E-01 | loss scale: 1.0 | grad norm: 0.598494 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:12][INFO] iteration      337/    1000 | consumed samples:        32352 | elapsed time per iteration (ms): 2673.0 | throughput (samples/sec/per_device): 4.489 | learning rate: 1.909866E-05 | global batch size:    96 | action loss: 1.752294E-01 | loss scale: 1.0 | grad norm: 0.651630 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:15][INFO] iteration      338/    1000 | consumed samples:        32448 | elapsed time per iteration (ms): 2680.5 | throughput (samples/sec/per_device): 4.477 | learning rate: 1.906584E-05 | global batch size:    96 | action loss: 1.854068E-01 | loss scale: 1.0 | grad norm: 0.784483 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:18][INFO] iteration      339/    1000 | consumed samples:        32544 | elapsed time per iteration (ms): 3265.4 | throughput (samples/sec/per_device): 3.675 | learning rate: 1.903295E-05 | global batch size:    96 | action loss: 1.812977E-01 | loss scale: 1.0 | grad norm: 0.740335 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:22][INFO] iteration      340/    1000 | consumed samples:        32640 | elapsed time per iteration (ms): 3346.8 | throughput (samples/sec/per_device): 3.586 | learning rate: 1.900000E-05 | global batch size:    96 | action loss: 1.937499E-01 | loss scale: 1.0 | grad norm: 0.731373 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:22][INFO] max time across ranks (ms):
    forward-backward................................: 3216.79
    forward-compute.................................: 1352.03
    backward-compute................................: 2939.45
    batch-generator.................................: 1.56
    nan-grad-cleanup................................: 13.21
    grad-clip.......................................: 32.34
    optimizer.......................................: 83.63
    optimizer-inner-step............................: 83.41
    optimizer-scheduler-step........................: 0.09
    optimizer-zero-grad.............................: 0.49
[2026-08-21 16:19:25][INFO] iteration      341/    1000 | consumed samples:        32736 | elapsed time per iteration (ms): 3041.5 | throughput (samples/sec/per_device): 3.945 | learning rate: 1.896699E-05 | global batch size:    96 | action loss: 2.014483E-01 | loss scale: 1.0 | grad norm: 0.709457 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:27][INFO] iteration      342/    1000 | consumed samples:        32832 | elapsed time per iteration (ms): 2646.2 | throughput (samples/sec/per_device): 4.535 | learning rate: 1.893392E-05 | global batch size:    96 | action loss: 2.165341E-01 | loss scale: 1.0 | grad norm: 0.879092 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:34][INFO] iteration      343/    1000 | consumed samples:        32928 | elapsed time per iteration (ms): 6297.9 | throughput (samples/sec/per_device): 1.905 | learning rate: 1.890080E-05 | global batch size:    96 | action loss: 1.892450E-01 | loss scale: 1.0 | grad norm: 0.705465 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:36][INFO] iteration      344/    1000 | consumed samples:        33024 | elapsed time per iteration (ms): 2477.2 | throughput (samples/sec/per_device): 4.844 | learning rate: 1.886761E-05 | global batch size:    96 | action loss: 1.702939E-01 | loss scale: 1.0 | grad norm: 0.803434 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:38][INFO] iteration      345/    1000 | consumed samples:        33120 | elapsed time per iteration (ms): 2222.8 | throughput (samples/sec/per_device): 5.399 | learning rate: 1.883436E-05 | global batch size:    96 | action loss: 1.968590E-01 | loss scale: 1.0 | grad norm: 0.832304 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:43][INFO] iteration      346/    1000 | consumed samples:        33216 | elapsed time per iteration (ms): 4705.4 | throughput (samples/sec/per_device): 2.550 | learning rate: 1.880106E-05 | global batch size:    96 | action loss: 1.776453E-01 | loss scale: 1.0 | grad norm: 0.785749 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:46][INFO] iteration      347/    1000 | consumed samples:        33312 | elapsed time per iteration (ms): 3288.7 | throughput (samples/sec/per_device): 3.649 | learning rate: 1.876769E-05 | global batch size:    96 | action loss: 1.888227E-01 | loss scale: 1.0 | grad norm: 0.707111 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:49][INFO] iteration      348/    1000 | consumed samples:        33408 | elapsed time per iteration (ms): 2841.3 | throughput (samples/sec/per_device): 4.223 | learning rate: 1.873427E-05 | global batch size:    96 | action loss: 1.627964E-01 | loss scale: 1.0 | grad norm: 0.726731 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:54][INFO] iteration      349/    1000 | consumed samples:        33504 | elapsed time per iteration (ms): 4654.5 | throughput (samples/sec/per_device): 2.578 | learning rate: 1.870079E-05 | global batch size:    96 | action loss: 1.877035E-01 | loss scale: 1.0 | grad norm: 0.708451 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:56][INFO] iteration      350/    1000 | consumed samples:        33600 | elapsed time per iteration (ms): 2363.2 | throughput (samples/sec/per_device): 5.078 | learning rate: 1.866725E-05 | global batch size:    96 | action loss: 1.579021E-01 | loss scale: 1.0 | grad norm: 0.661267 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:19:59][INFO] iteration      351/    1000 | consumed samples:        33696 | elapsed time per iteration (ms): 3175.4 | throughput (samples/sec/per_device): 3.779 | learning rate: 1.863366E-05 | global batch size:    96 | action loss: 1.755006E-01 | loss scale: 1.0 | grad norm: 0.654060 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:03][INFO] iteration      352/    1000 | consumed samples:        33792 | elapsed time per iteration (ms): 3859.2 | throughput (samples/sec/per_device): 3.109 | learning rate: 1.860001E-05 | global batch size:    96 | action loss: 1.622917E-01 | loss scale: 1.0 | grad norm: 0.610137 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:07][INFO] iteration      353/    1000 | consumed samples:        33888 | elapsed time per iteration (ms): 3365.8 | throughput (samples/sec/per_device): 3.565 | learning rate: 1.856630E-05 | global batch size:    96 | action loss: 1.718071E-01 | loss scale: 1.0 | grad norm: 0.653334 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:09][INFO] iteration      354/    1000 | consumed samples:        33984 | elapsed time per iteration (ms): 2852.4 | throughput (samples/sec/per_device): 4.207 | learning rate: 1.853254E-05 | global batch size:    96 | action loss: 1.976881E-01 | loss scale: 1.0 | grad norm: 0.738485 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:20:13][INFO] iteration      355/    1000 | consumed samples:        34080 | elapsed time per iteration (ms): 3174.9 | throughput (samples/sec/per_device): 3.780 | learning rate: 1.849872E-05 | global batch size:    96 | action loss: 1.533224E-01 | loss scale: 1.0 | grad norm: 0.680073 | number of skipped iterations:   0 | number of nan iterations:   0 |
