[2026-08-28 17:58:46][INFO] 
------------------------ training training_args ------------------------
[2026-08-28 18:03:36][INFO] iteration      322/    1000 | consumed samples:         2576 | elapsed time per iteration (ms): 1015.4 | throughput (samples/sec/per_device): 0.985 | learning rate: 7.875305E-09 | global batch size:     8 | loss video: 3.540531E-01 | loss action: 9.235292E-01 | loss scale: 1.0 | grad norm: 13.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:37][INFO] iteration      323/    1000 | consumed samples:         2584 | elapsed time per iteration (ms): 1016.3 | throughput (samples/sec/per_device): 0.984 | learning rate: 7.863286E-09 | global batch size:     8 | loss video: 8.494393E-01 | loss action: 1.454445E+00 | loss scale: 1.0 | grad norm: 15.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:38][INFO] iteration      324/    1000 | consumed samples:         2592 | elapsed time per iteration (ms): 1379.6 | throughput (samples/sec/per_device): 0.725 | learning rate: 7.851244E-09 | global batch size:     8 | loss video: 7.323726E-01 | loss action: 2.736222E+00 | loss scale: 1.0 | grad norm: 22.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:39][INFO] iteration      325/    1000 | consumed samples:         2600 | elapsed time per iteration (ms): 1382.2 | throughput (samples/sec/per_device): 0.724 | learning rate: 7.839178E-09 | global batch size:     8 | loss video: 5.324718E-01 | loss action: 3.951127E-01 | loss scale: 1.0 | grad norm: 15.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:40][INFO] iteration      326/    1000 | consumed samples:         2608 | elapsed time per iteration (ms): 1067.1 | throughput (samples/sec/per_device): 0.937 | learning rate: 7.827089E-09 | global batch size:     8 | loss video: 8.440648E-01 | loss action: 2.606800E+00 | loss scale: 1.0 | grad norm: 20.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:42][INFO] iteration      327/    1000 | consumed samples:         2616 | elapsed time per iteration (ms): 1068.1 | throughput (samples/sec/per_device): 0.936 | learning rate: 7.814978E-09 | global batch size:     8 | loss video: 9.034193E-01 | loss action: 1.997425E+00 | loss scale: 1.0 | grad norm: 16.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:43][INFO] iteration      328/    1000 | consumed samples:         2624 | elapsed time per iteration (ms): 1400.2 | throughput (samples/sec/per_device): 0.714 | learning rate: 7.802844E-09 | global batch size:     8 | loss video: 2.044653E-01 | loss action: 6.861323E-02 | loss scale: 1.0 | grad norm: 14.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:44][INFO] iteration      329/    1000 | consumed samples:         2632 | elapsed time per iteration (ms): 1027.8 | throughput (samples/sec/per_device): 0.973 | learning rate: 7.790686E-09 | global batch size:     8 | loss video: 8.297679E-01 | loss action: 3.164787E-01 | loss scale: 1.0 | grad norm: 12.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:45][INFO] iteration      330/    1000 | consumed samples:         2640 | elapsed time per iteration (ms): 1029.6 | throughput (samples/sec/per_device): 0.971 | learning rate: 7.778507E-09 | global batch size:     8 | loss video: 9.267050E-01 | loss action: 2.498816E+00 | loss scale: 1.0 | grad norm: 16.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:46][INFO] iteration      331/    1000 | consumed samples:         2648 | elapsed time per iteration (ms): 1032.2 | throughput (samples/sec/per_device): 0.969 | learning rate: 7.766304E-09 | global batch size:     8 | loss video: 7.529624E-01 | loss action: 2.404956E+00 | loss scale: 1.0 | grad norm: 22.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:47][INFO] iteration      332/    1000 | consumed samples:         2656 | elapsed time per iteration (ms): 1032.5 | throughput (samples/sec/per_device): 0.969 | learning rate: 7.754080E-09 | global batch size:     8 | loss video: 5.457836E-01 | loss action: 1.890260E-01 | loss scale: 1.0 | grad norm: 15.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:48][INFO] iteration      333/    1000 | consumed samples:         2664 | elapsed time per iteration (ms): 1040.5 | throughput (samples/sec/per_device): 0.961 | learning rate: 7.741833E-09 | global batch size:     8 | loss video: 7.076120E-01 | loss action: 5.672864E-01 | loss scale: 1.0 | grad norm: 14.562500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:49][INFO] iteration      334/    1000 | consumed samples:         2672 | elapsed time per iteration (ms): 1025.2 | throughput (samples/sec/per_device): 0.975 | learning rate: 7.729564E-09 | global batch size:     8 | loss video: 7.581972E-01 | loss action: 2.319730E+00 | loss scale: 1.0 | grad norm: 17.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:50][INFO] iteration      335/    1000 | consumed samples:         2680 | elapsed time per iteration (ms): 1017.1 | throughput (samples/sec/per_device): 0.983 | learning rate: 7.717273E-09 | global batch size:     8 | loss video: 2.700423E-02 | loss action: 2.541771E+00 | loss scale: 1.0 | grad norm: 23.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:51][INFO] iteration      336/    1000 | consumed samples:         2688 | elapsed time per iteration (ms): 1029.7 | throughput (samples/sec/per_device): 0.971 | learning rate: 7.704960E-09 | global batch size:     8 | loss video: 4.008501E-01 | loss action: 1.255308E-01 | loss scale: 1.0 | grad norm: 16.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:52][INFO] iteration      337/    1000 | consumed samples:         2696 | elapsed time per iteration (ms): 1026.2 | throughput (samples/sec/per_device): 0.974 | learning rate: 7.692626E-09 | global batch size:     8 | loss video: 6.797704E-01 | loss action: 3.431814E-01 | loss scale: 1.0 | grad norm: 14.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:53][INFO] iteration      338/    1000 | consumed samples:         2704 | elapsed time per iteration (ms): 1026.5 | throughput (samples/sec/per_device): 0.974 | learning rate: 7.680269E-09 | global batch size:     8 | loss video: 8.994500E-01 | loss action: 7.405620E-01 | loss scale: 1.0 | grad norm: 16.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:54][INFO] iteration      339/    1000 | consumed samples:         2712 | elapsed time per iteration (ms): 1040.6 | throughput (samples/sec/per_device): 0.961 | learning rate: 7.667892E-09 | global batch size:     8 | loss video: 6.867597E-01 | loss action: 2.024000E+00 | loss scale: 1.0 | grad norm: 19.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:55][INFO] iteration      340/    1000 | consumed samples:         2720 | elapsed time per iteration (ms): 1037.3 | throughput (samples/sec/per_device): 0.964 | learning rate: 7.655492E-09 | global batch size:     8 | loss video: 9.012151E-01 | loss action: 7.480289E-01 | loss scale: 1.0 | grad norm: 17.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:55][INFO] max time across ranks (ms):
    forward-backward................................: 873.74
    forward-compute.................................: 215.73
    backward-compute................................: 515.02
    batch-generator.................................: 179.40
    nan-grad-cleanup................................: 20.23
    grad-clip.......................................: 34.13
    optimizer.......................................: 106.20
    optimizer-inner-step............................: 104.09
    optimizer-scheduler-step........................: 2.14
    optimizer-zero-grad.............................: 1.66
[2026-08-28 18:03:56][INFO] iteration      341/    1000 | consumed samples:         2728 | elapsed time per iteration (ms): 1030.8 | throughput (samples/sec/per_device): 0.970 | learning rate: 7.643072E-09 | global batch size:     8 | loss video: 5.521070E-01 | loss action: 2.286247E+00 | loss scale: 1.0 | grad norm: 21.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:57][INFO] iteration      342/    1000 | consumed samples:         2736 | elapsed time per iteration (ms): 1023.5 | throughput (samples/sec/per_device): 0.977 | learning rate: 7.630630E-09 | global batch size:     8 | loss video: 6.296896E-01 | loss action: 3.938988E-01 | loss scale: 1.0 | grad norm: 15.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:58][INFO] iteration      343/    1000 | consumed samples:         2744 | elapsed time per iteration (ms): 1016.7 | throughput (samples/sec/per_device): 0.984 | learning rate: 7.618168E-09 | global batch size:     8 | loss video: 2.955897E-01 | loss action: 3.294324E-01 | loss scale: 1.0 | grad norm: 14.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:03:59][INFO] iteration      344/    1000 | consumed samples:         2752 | elapsed time per iteration (ms): 1042.0 | throughput (samples/sec/per_device): 0.960 | learning rate: 7.605684E-09 | global batch size:     8 | loss video: 2.661040E-01 | loss action: 9.455006E-01 | loss scale: 1.0 | grad norm: 13.812500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:00][INFO] iteration      345/    1000 | consumed samples:         2760 | elapsed time per iteration (ms): 1036.8 | throughput (samples/sec/per_device): 0.965 | learning rate: 7.593180E-09 | global batch size:     8 | loss video: 5.785325E-01 | loss action: 1.723476E+00 | loss scale: 1.0 | grad norm: 16.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:01][INFO] iteration      346/    1000 | consumed samples:         2768 | elapsed time per iteration (ms): 1025.5 | throughput (samples/sec/per_device): 0.975 | learning rate: 7.580655E-09 | global batch size:     8 | loss video: 3.136874E-01 | loss action: 1.251563E+00 | loss scale: 1.0 | grad norm: 15.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:03][INFO] iteration      347/    1000 | consumed samples:         2776 | elapsed time per iteration (ms): 1037.3 | throughput (samples/sec/per_device): 0.964 | learning rate: 7.568109E-09 | global batch size:     8 | loss video: 6.665132E-01 | loss action: 6.136275E-01 | loss scale: 1.0 | grad norm: 15.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:04][INFO] iteration      348/    1000 | consumed samples:         2784 | elapsed time per iteration (ms): 1071.6 | throughput (samples/sec/per_device): 0.933 | learning rate: 7.555543E-09 | global batch size:     8 | loss video: 8.587629E-01 | loss action: 6.451837E-02 | loss scale: 1.0 | grad norm: 15.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:05][INFO] iteration      349/    1000 | consumed samples:         2792 | elapsed time per iteration (ms): 1021.3 | throughput (samples/sec/per_device): 0.979 | learning rate: 7.542957E-09 | global batch size:     8 | loss video: 3.581754E-01 | loss action: 1.383493E-01 | loss scale: 1.0 | grad norm: 12.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:05][INFO] PowerSGDPlusState restart: iter=249 compressed_iter=50 method=approximate rank=1 apply_exact=False
[2026-08-28 18:04:06][INFO] iteration      350/    1000 | consumed samples:         2800 | elapsed time per iteration (ms): 1723.2 | throughput (samples/sec/per_device): 0.580 | learning rate: 7.530351E-09 | global batch size:     8 | loss video: 6.810594E-01 | loss action: 1.814546E+00 | loss scale: 1.0 | grad norm: 18.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:07][INFO] iteration      351/    1000 | consumed samples:         2808 | elapsed time per iteration (ms): 1035.9 | throughput (samples/sec/per_device): 0.965 | learning rate: 7.517724E-09 | global batch size:     8 | loss video: 5.325714E-01 | loss action: 1.202647E+00 | loss scale: 1.0 | grad norm: 13.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:08][INFO] iteration      352/    1000 | consumed samples:         2816 | elapsed time per iteration (ms): 1027.4 | throughput (samples/sec/per_device): 0.973 | learning rate: 7.505078E-09 | global batch size:     8 | loss video: 6.705231E-01 | loss action: 6.886438E-01 | loss scale: 1.0 | grad norm: 18.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:09][INFO] iteration      353/    1000 | consumed samples:         2824 | elapsed time per iteration (ms): 1025.0 | throughput (samples/sec/per_device): 0.976 | learning rate: 7.492412E-09 | global batch size:     8 | loss video: 4.252959E-01 | loss action: 6.360865E-02 | loss scale: 1.0 | grad norm: 14.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:10][INFO] iteration      354/    1000 | consumed samples:         2832 | elapsed time per iteration (ms): 1062.5 | throughput (samples/sec/per_device): 0.941 | learning rate: 7.479726E-09 | global batch size:     8 | loss video: 6.860659E-01 | loss action: 4.101214E-01 | loss scale: 1.0 | grad norm: 14.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:12][INFO] iteration      355/    1000 | consumed samples:         2840 | elapsed time per iteration (ms): 1015.0 | throughput (samples/sec/per_device): 0.985 | learning rate: 7.467021E-09 | global batch size:     8 | loss video: 7.768476E-01 | loss action: 5.742409E-01 | loss scale: 1.0 | grad norm: 14.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:13][INFO] iteration      356/    1000 | consumed samples:         2848 | elapsed time per iteration (ms): 1041.0 | throughput (samples/sec/per_device): 0.961 | learning rate: 7.454296E-09 | global batch size:     8 | loss video: 3.556576E-01 | loss action: 3.168342E-01 | loss scale: 1.0 | grad norm: 13.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:14][INFO] iteration      357/    1000 | consumed samples:         2856 | elapsed time per iteration (ms): 1035.8 | throughput (samples/sec/per_device): 0.965 | learning rate: 7.441552E-09 | global batch size:     8 | loss video: 3.439057E-01 | loss action: 7.257652E-01 | loss scale: 1.0 | grad norm: 12.812500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:15][INFO] iteration      358/    1000 | consumed samples:         2864 | elapsed time per iteration (ms): 1025.9 | throughput (samples/sec/per_device): 0.975 | learning rate: 7.428789E-09 | global batch size:     8 | loss video: 4.070219E-02 | loss action: 8.647031E-01 | loss scale: 1.0 | grad norm: 11.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:16][INFO] iteration      359/    1000 | consumed samples:         2872 | elapsed time per iteration (ms): 1013.6 | throughput (samples/sec/per_device): 0.987 | learning rate: 7.416007E-09 | global batch size:     8 | loss video: 7.329288E-01 | loss action: 2.823937E-01 | loss scale: 1.0 | grad norm: 13.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:17][INFO] iteration      360/    1000 | consumed samples:         2880 | elapsed time per iteration (ms): 1027.6 | throughput (samples/sec/per_device): 0.973 | learning rate: 7.403206E-09 | global batch size:     8 | loss video: 6.142514E-01 | loss action: 2.457415E+00 | loss scale: 1.0 | grad norm: 18.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:17][INFO] max time across ranks (ms):
    forward-backward................................: 863.57
    forward-compute.................................: 217.72
    backward-compute................................: 497.14
    batch-generator.................................: 163.37
    nan-grad-cleanup................................: 20.26
    grad-clip.......................................: 33.99
    optimizer.......................................: 105.11
    optimizer-inner-step............................: 102.92
    optimizer-scheduler-step........................: 2.42
    optimizer-zero-grad.............................: 1.32
[2026-08-28 18:04:18][INFO] iteration      361/    1000 | consumed samples:         2888 | elapsed time per iteration (ms): 1016.1 | throughput (samples/sec/per_device): 0.984 | learning rate: 7.390386E-09 | global batch size:     8 | loss video: 4.415670E-01 | loss action: 1.147249E+00 | loss scale: 1.0 | grad norm: 16.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:19][INFO] iteration      362/    1000 | consumed samples:         2896 | elapsed time per iteration (ms): 1016.6 | throughput (samples/sec/per_device): 0.984 | learning rate: 7.377547E-09 | global batch size:     8 | loss video: 2.710973E-01 | loss action: 6.570276E-01 | loss scale: 1.0 | grad norm: 12.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:20][INFO] iteration      363/    1000 | consumed samples:         2904 | elapsed time per iteration (ms): 1021.5 | throughput (samples/sec/per_device): 0.979 | learning rate: 7.364690E-09 | global batch size:     8 | loss video: 3.695112E-01 | loss action: 2.477843E+00 | loss scale: 1.0 | grad norm: 18.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:21][INFO] iteration      364/    1000 | consumed samples:         2912 | elapsed time per iteration (ms): 1046.0 | throughput (samples/sec/per_device): 0.956 | learning rate: 7.351815E-09 | global batch size:     8 | loss video: 9.089655E-01 | loss action: 6.068142E-01 | loss scale: 1.0 | grad norm: 15.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:22][INFO] iteration      365/    1000 | consumed samples:         2920 | elapsed time per iteration (ms): 1061.4 | throughput (samples/sec/per_device): 0.942 | learning rate: 7.338921E-09 | global batch size:     8 | loss video: 7.865398E-01 | loss action: 2.640945E+00 | loss scale: 1.0 | grad norm: 20.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:23][INFO] iteration      366/    1000 | consumed samples:         2928 | elapsed time per iteration (ms): 1034.0 | throughput (samples/sec/per_device): 0.967 | learning rate: 7.326009E-09 | global batch size:     8 | loss video: 6.945664E-01 | loss action: 1.031901E+00 | loss scale: 1.0 | grad norm: 16.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:24][INFO] iteration      367/    1000 | consumed samples:         2936 | elapsed time per iteration (ms): 1016.7 | throughput (samples/sec/per_device): 0.984 | learning rate: 7.313079E-09 | global batch size:     8 | loss video: 5.907737E-01 | loss action: 4.510241E-01 | loss scale: 1.0 | grad norm: 15.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:25][INFO] iteration      368/    1000 | consumed samples:         2944 | elapsed time per iteration (ms): 1037.2 | throughput (samples/sec/per_device): 0.964 | learning rate: 7.300131E-09 | global batch size:     8 | loss video: 5.159195E-01 | loss action: 3.544866E-01 | loss scale: 1.0 | grad norm: 14.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:26][INFO] iteration      369/    1000 | consumed samples:         2952 | elapsed time per iteration (ms): 1013.4 | throughput (samples/sec/per_device): 0.987 | learning rate: 7.287166E-09 | global batch size:     8 | loss video: 8.704782E-01 | loss action: 5.148121E-01 | loss scale: 1.0 | grad norm: 14.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:27][INFO] iteration      370/    1000 | consumed samples:         2960 | elapsed time per iteration (ms): 1017.4 | throughput (samples/sec/per_device): 0.983 | learning rate: 7.274182E-09 | global batch size:     8 | loss video: 4.130144E-01 | loss action: 1.741332E-01 | loss scale: 1.0 | grad norm: 17.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:28][INFO] iteration      371/    1000 | consumed samples:         2968 | elapsed time per iteration (ms): 1034.0 | throughput (samples/sec/per_device): 0.967 | learning rate: 7.261182E-09 | global batch size:     8 | loss video: 1.875076E-01 | loss action: 1.197257E+00 | loss scale: 1.0 | grad norm: 13.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:29][INFO] iteration      372/    1000 | consumed samples:         2976 | elapsed time per iteration (ms): 1024.8 | throughput (samples/sec/per_device): 0.976 | learning rate: 7.248163E-09 | global batch size:     8 | loss video: 1.772918E-01 | loss action: 1.702938E+00 | loss scale: 1.0 | grad norm: 14.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:30][INFO] iteration      373/    1000 | consumed samples:         2984 | elapsed time per iteration (ms): 1037.7 | throughput (samples/sec/per_device): 0.964 | learning rate: 7.235128E-09 | global batch size:     8 | loss video: 4.421666E-01 | loss action: 1.516352E+00 | loss scale: 1.0 | grad norm: 16.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:31][INFO] iteration      374/    1000 | consumed samples:         2992 | elapsed time per iteration (ms): 1029.7 | throughput (samples/sec/per_device): 0.971 | learning rate: 7.222075E-09 | global batch size:     8 | loss video: 3.144415E-01 | loss action: 2.370060E+00 | loss scale: 1.0 | grad norm: 15.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:32][INFO] iteration      375/    1000 | consumed samples:         3000 | elapsed time per iteration (ms): 1026.9 | throughput (samples/sec/per_device): 0.974 | learning rate: 7.209006E-09 | global batch size:     8 | loss video: 8.460209E-01 | loss action: 4.662927E-01 | loss scale: 1.0 | grad norm: 14.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:33][INFO] iteration      376/    1000 | consumed samples:         3008 | elapsed time per iteration (ms): 1022.9 | throughput (samples/sec/per_device): 0.978 | learning rate: 7.195920E-09 | global batch size:     8 | loss video: 8.038266E-01 | loss action: 1.681578E+00 | loss scale: 1.0 | grad norm: 17.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:34][INFO] iteration      377/    1000 | consumed samples:         3016 | elapsed time per iteration (ms): 1021.4 | throughput (samples/sec/per_device): 0.979 | learning rate: 7.182816E-09 | global batch size:     8 | loss video: 3.097966E-01 | loss action: 2.927715E-01 | loss scale: 1.0 | grad norm: 13.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:35][INFO] iteration      378/    1000 | consumed samples:         3024 | elapsed time per iteration (ms): 1026.9 | throughput (samples/sec/per_device): 0.974 | learning rate: 7.169697E-09 | global batch size:     8 | loss video: 3.875339E-01 | loss action: 8.918698E-01 | loss scale: 1.0 | grad norm: 14.562500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:36][INFO] iteration      379/    1000 | consumed samples:         3032 | elapsed time per iteration (ms): 1020.3 | throughput (samples/sec/per_device): 0.980 | learning rate: 7.156560E-09 | global batch size:     8 | loss video: 3.200764E-01 | loss action: 2.197298E-01 | loss scale: 1.0 | grad norm: 13.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:37][INFO] iteration      380/    1000 | consumed samples:         3040 | elapsed time per iteration (ms): 1027.5 | throughput (samples/sec/per_device): 0.973 | learning rate: 7.143408E-09 | global batch size:     8 | loss video: 7.561714E-01 | loss action: 1.835507E+00 | loss scale: 1.0 | grad norm: 16.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:37][INFO] max time across ranks (ms):
    forward-backward................................: 863.95
    forward-compute.................................: 215.93
    backward-compute................................: 490.71
    batch-generator.................................: 165.31
    nan-grad-cleanup................................: 20.23
    grad-clip.......................................: 33.70
    optimizer.......................................: 105.78
    optimizer-inner-step............................: 103.08
    optimizer-scheduler-step........................: 2.65
    optimizer-zero-grad.............................: 1.01
[2026-08-28 18:04:38][INFO] iteration      381/    1000 | consumed samples:         3048 | elapsed time per iteration (ms): 1026.2 | throughput (samples/sec/per_device): 0.974 | learning rate: 7.130239E-09 | global batch size:     8 | loss video: 6.466776E-01 | loss action: 2.067672E+00 | loss scale: 1.0 | grad norm: 18.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:39][INFO] iteration      382/    1000 | consumed samples:         3056 | elapsed time per iteration (ms): 1033.5 | throughput (samples/sec/per_device): 0.968 | learning rate: 7.117054E-09 | global batch size:     8 | loss video: 8.247751E-01 | loss action: 1.724129E-01 | loss scale: 1.0 | grad norm: 16.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:40][INFO] iteration      383/    1000 | consumed samples:         3064 | elapsed time per iteration (ms): 1039.2 | throughput (samples/sec/per_device): 0.962 | learning rate: 7.103853E-09 | global batch size:     8 | loss video: 4.232912E-01 | loss action: 5.150872E-01 | loss scale: 1.0 | grad norm: 15.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:41][INFO] iteration      384/    1000 | consumed samples:         3072 | elapsed time per iteration (ms): 1055.3 | throughput (samples/sec/per_device): 0.948 | learning rate: 7.090637E-09 | global batch size:     8 | loss video: 1.087155E-01 | loss action: 1.684652E+00 | loss scale: 1.0 | grad norm: 15.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:42][INFO] iteration      385/    1000 | consumed samples:         3080 | elapsed time per iteration (ms): 1050.7 | throughput (samples/sec/per_device): 0.952 | learning rate: 7.077404E-09 | global batch size:     8 | loss video: 4.770003E-02 | loss action: 2.030319E+00 | loss scale: 1.0 | grad norm: 16.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:43][INFO] iteration      386/    1000 | consumed samples:         3088 | elapsed time per iteration (ms): 1051.5 | throughput (samples/sec/per_device): 0.951 | learning rate: 7.064157E-09 | global batch size:     8 | loss video: 6.467993E-01 | loss action: 1.452337E+00 | loss scale: 1.0 | grad norm: 15.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:45][INFO] iteration      387/    1000 | consumed samples:         3096 | elapsed time per iteration (ms): 1045.0 | throughput (samples/sec/per_device): 0.957 | learning rate: 7.050893E-09 | global batch size:     8 | loss video: 3.606212E-01 | loss action: 2.620278E+00 | loss scale: 1.0 | grad norm: 16.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:46][INFO] iteration      388/    1000 | consumed samples:         3104 | elapsed time per iteration (ms): 1022.5 | throughput (samples/sec/per_device): 0.978 | learning rate: 7.037614E-09 | global batch size:     8 | loss video: 5.837032E-01 | loss action: 1.503811E-01 | loss scale: 1.0 | grad norm: 15.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:47][INFO] iteration      389/    1000 | consumed samples:         3112 | elapsed time per iteration (ms): 1053.3 | throughput (samples/sec/per_device): 0.949 | learning rate: 7.024321E-09 | global batch size:     8 | loss video: 1.586013E-01 | loss action: 2.294373E+00 | loss scale: 1.0 | grad norm: 15.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:48][INFO] iteration      390/    1000 | consumed samples:         3120 | elapsed time per iteration (ms): 1025.4 | throughput (samples/sec/per_device): 0.975 | learning rate: 7.011012E-09 | global batch size:     8 | loss video: 7.471306E-01 | loss action: 1.839703E+00 | loss scale: 1.0 | grad norm: 20.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:49][INFO] iteration      391/    1000 | consumed samples:         3128 | elapsed time per iteration (ms): 1029.2 | throughput (samples/sec/per_device): 0.972 | learning rate: 6.997688E-09 | global batch size:     8 | loss video: 2.458968E-01 | loss action: 4.388149E-01 | loss scale: 1.0 | grad norm: 16.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:50][INFO] iteration      392/    1000 | consumed samples:         3136 | elapsed time per iteration (ms): 1028.6 | throughput (samples/sec/per_device): 0.972 | learning rate: 6.984349E-09 | global batch size:     8 | loss video: 8.190256E-01 | loss action: 2.962634E-01 | loss scale: 1.0 | grad norm: 17.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:51][INFO] iteration      393/    1000 | consumed samples:         3144 | elapsed time per iteration (ms): 1034.8 | throughput (samples/sec/per_device): 0.966 | learning rate: 6.970996E-09 | global batch size:     8 | loss video: 6.573111E-01 | loss action: 7.136543E-01 | loss scale: 1.0 | grad norm: 15.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 18:04:52][INFO] iteration      394/    1000 | consumed samples:         3152 | elapsed time per iteration (ms): 1032.5 | throughput (samples/sec/per_device): 0.969 | learning rate: 6.957628E-09 | global batch size:     8 | loss video: 6.799061E-01 | loss action: 2.601057E+00 | loss scale: 1.0 | grad norm: 21.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
