[2026-08-28 17:38:07][INFO] 
------------------------ training training_args ------------------------
[2026-08-28 17:39:52][INFO] iteration       40/     100 | consumed samples:          320 | elapsed time per iteration (ms): 861.9 | throughput (samples/sec/per_device): 1.160 | learning rate: 9.962722E-09 | global batch size:     8 | loss video: 1.867933E-01 | loss action: 1.883781E+00 | loss scale: 1.0 | grad norm: 12.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:39:52][INFO] max time across ranks (ms):
    forward-backward................................: 680.64
    forward-compute.................................: 221.20
    backward-compute................................: 311.03
    batch-generator.................................: 178.04
    nan-grad-cleanup................................: 20.27
    grad-clip.......................................: 33.86
    optimizer.......................................: 123.77
    optimizer-inner-step............................: 121.59
    optimizer-scheduler-step........................: 2.09
    optimizer-zero-grad.............................: 1.48
[2026-08-28 17:39:53][INFO] iteration       41/     100 | consumed samples:          328 | elapsed time per iteration (ms): 845.6 | throughput (samples/sec/per_device): 1.183 | learning rate: 9.960884E-09 | global batch size:     8 | loss video: 2.924628E-01 | loss action: 1.522603E+00 | loss scale: 1.0 | grad norm: 9.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:39:54][INFO] iteration       42/     100 | consumed samples:          336 | elapsed time per iteration (ms): 832.8 | throughput (samples/sec/per_device): 1.201 | learning rate: 9.959002E-09 | global batch size:     8 | loss video: 3.824529E-01 | loss action: 1.092262E+00 | loss scale: 1.0 | grad norm: 9.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:39:55][INFO] iteration       43/     100 | consumed samples:          344 | elapsed time per iteration (ms): 846.3 | throughput (samples/sec/per_device): 1.182 | learning rate: 9.957076E-09 | global batch size:     8 | loss video: 6.275645E-01 | loss action: 7.428579E-01 | loss scale: 1.0 | grad norm: 10.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:39:56][INFO] iteration       44/     100 | consumed samples:          352 | elapsed time per iteration (ms): 841.5 | throughput (samples/sec/per_device): 1.188 | learning rate: 9.955106E-09 | global batch size:     8 | loss video: 9.072003E-01 | loss action: 6.333004E-01 | loss scale: 1.0 | grad norm: 9.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:39:57][INFO] iteration       45/     100 | consumed samples:          360 | elapsed time per iteration (ms): 836.6 | throughput (samples/sec/per_device): 1.195 | learning rate: 9.953093E-09 | global batch size:     8 | loss video: 4.911874E-01 | loss action: 1.310566E+00 | loss scale: 1.0 | grad norm: 10.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:39:57][INFO] iteration       46/     100 | consumed samples:          368 | elapsed time per iteration (ms): 835.4 | throughput (samples/sec/per_device): 1.197 | learning rate: 9.951035E-09 | global batch size:     8 | loss video: 2.494630E-02 | loss action: 9.975472E-01 | loss scale: 1.0 | grad norm: 5.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:39:58][INFO] iteration       47/     100 | consumed samples:          376 | elapsed time per iteration (ms): 837.5 | throughput (samples/sec/per_device): 1.194 | learning rate: 9.948933E-09 | global batch size:     8 | loss video: 9.746117E-01 | loss action: 8.152656E-01 | loss scale: 1.0 | grad norm: 13.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:39:59][INFO] iteration       48/     100 | consumed samples:          384 | elapsed time per iteration (ms): 819.9 | throughput (samples/sec/per_device): 1.220 | learning rate: 9.946787E-09 | global batch size:     8 | loss video: 7.438400E-01 | loss action: 3.073355E-01 | loss scale: 1.0 | grad norm: 10.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:00][INFO] iteration       49/     100 | consumed samples:          392 | elapsed time per iteration (ms): 842.1 | throughput (samples/sec/per_device): 1.188 | learning rate: 9.944598E-09 | global batch size:     8 | loss video: 2.671798E-02 | loss action: 2.505963E+00 | loss scale: 1.0 | grad norm: 17.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:01][INFO] iteration       50/     100 | consumed samples:          400 | elapsed time per iteration (ms): 832.4 | throughput (samples/sec/per_device): 1.201 | learning rate: 9.942364E-09 | global batch size:     8 | loss video: 5.958109E-01 | loss action: 6.737571E-01 | loss scale: 1.0 | grad norm: 9.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:02][INFO] iteration       51/     100 | consumed samples:          408 | elapsed time per iteration (ms): 829.3 | throughput (samples/sec/per_device): 1.206 | learning rate: 9.940087E-09 | global batch size:     8 | loss video: 9.057504E-01 | loss action: 2.850124E-01 | loss scale: 1.0 | grad norm: 9.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:02][INFO] iteration       52/     100 | consumed samples:          416 | elapsed time per iteration (ms): 846.3 | throughput (samples/sec/per_device): 1.182 | learning rate: 9.937766E-09 | global batch size:     8 | loss video: 8.197884E-01 | loss action: 1.753678E+00 | loss scale: 1.0 | grad norm: 15.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:03][INFO] iteration       53/     100 | consumed samples:          424 | elapsed time per iteration (ms): 865.0 | throughput (samples/sec/per_device): 1.156 | learning rate: 9.935401E-09 | global batch size:     8 | loss video: 8.947673E-01 | loss action: 4.281892E-01 | loss scale: 1.0 | grad norm: 10.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:04][INFO] iteration       54/     100 | consumed samples:          432 | elapsed time per iteration (ms): 831.6 | throughput (samples/sec/per_device): 1.202 | learning rate: 9.932992E-09 | global batch size:     8 | loss video: 6.606148E-01 | loss action: 1.266256E+00 | loss scale: 1.0 | grad norm: 11.625000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:05][INFO] iteration       55/     100 | consumed samples:          440 | elapsed time per iteration (ms): 839.2 | throughput (samples/sec/per_device): 1.192 | learning rate: 9.930540E-09 | global batch size:     8 | loss video: 1.954423E-01 | loss action: 9.463978E-01 | loss scale: 1.0 | grad norm: 7.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:06][INFO] iteration       56/     100 | consumed samples:          448 | elapsed time per iteration (ms): 827.4 | throughput (samples/sec/per_device): 1.209 | learning rate: 9.928043E-09 | global batch size:     8 | loss video: 2.483085E-01 | loss action: 2.736076E+00 | loss scale: 1.0 | grad norm: 16.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:07][INFO] iteration       57/     100 | consumed samples:          456 | elapsed time per iteration (ms): 837.3 | throughput (samples/sec/per_device): 1.194 | learning rate: 9.925503E-09 | global batch size:     8 | loss video: 6.285096E-01 | loss action: 4.700438E-01 | loss scale: 1.0 | grad norm: 9.062500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:08][INFO] iteration       58/     100 | consumed samples:          464 | elapsed time per iteration (ms): 841.5 | throughput (samples/sec/per_device): 1.188 | learning rate: 9.922920E-09 | global batch size:     8 | loss video: 6.282555E-01 | loss action: 6.822674E-01 | loss scale: 1.0 | grad norm: 4.781250 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:08][INFO] iteration       59/     100 | consumed samples:          472 | elapsed time per iteration (ms): 841.6 | throughput (samples/sec/per_device): 1.188 | learning rate: 9.920293E-09 | global batch size:     8 | loss video: 4.759927E-01 | loss action: 1.516829E+00 | loss scale: 1.0 | grad norm: 12.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:09][INFO] iteration       60/     100 | consumed samples:          480 | elapsed time per iteration (ms): 840.0 | throughput (samples/sec/per_device): 1.191 | learning rate: 9.917622E-09 | global batch size:     8 | loss video: 8.800802E-01 | loss action: 3.171378E-01 | loss scale: 1.0 | grad norm: 11.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:09][INFO] max time across ranks (ms):
    forward-backward................................: 658.74
    forward-compute.................................: 221.42
    backward-compute................................: 295.37
    batch-generator.................................: 166.80
    nan-grad-cleanup................................: 20.26
    grad-clip.......................................: 33.52
    optimizer.......................................: 123.90
    optimizer-inner-step............................: 122.00
    optimizer-scheduler-step........................: 2.01
    optimizer-zero-grad.............................: 0.92
[2026-08-28 17:40:10][INFO] iteration       61/     100 | consumed samples:          488 | elapsed time per iteration (ms): 843.5 | throughput (samples/sec/per_device): 1.186 | learning rate: 9.914907E-09 | global batch size:     8 | loss video: 8.868498E-01 | loss action: 2.907517E+00 | loss scale: 1.0 | grad norm: 21.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:11][INFO] iteration       62/     100 | consumed samples:          496 | elapsed time per iteration (ms): 840.8 | throughput (samples/sec/per_device): 1.189 | learning rate: 9.912149E-09 | global batch size:     8 | loss video: 3.090562E-01 | loss action: 4.071350E-01 | loss scale: 1.0 | grad norm: 5.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:12][INFO] iteration       63/     100 | consumed samples:          504 | elapsed time per iteration (ms): 832.2 | throughput (samples/sec/per_device): 1.202 | learning rate: 9.909348E-09 | global batch size:     8 | loss video: 8.027761E-01 | loss action: 1.492377E+00 | loss scale: 1.0 | grad norm: 13.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:13][INFO] iteration       64/     100 | consumed samples:          512 | elapsed time per iteration (ms): 871.5 | throughput (samples/sec/per_device): 1.147 | learning rate: 9.906503E-09 | global batch size:     8 | loss video: 9.827785E-01 | loss action: 9.055029E-01 | loss scale: 1.0 | grad norm: 11.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:13][INFO] iteration       65/     100 | consumed samples:          520 | elapsed time per iteration (ms): 841.5 | throughput (samples/sec/per_device): 1.188 | learning rate: 9.903614E-09 | global batch size:     8 | loss video: 6.947491E-01 | loss action: 7.336194E-01 | loss scale: 1.0 | grad norm: 10.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:14][INFO] iteration       66/     100 | consumed samples:          528 | elapsed time per iteration (ms): 843.6 | throughput (samples/sec/per_device): 1.185 | learning rate: 9.900682E-09 | global batch size:     8 | loss video: 2.810325E-01 | loss action: 2.035872E+00 | loss scale: 1.0 | grad norm: 14.812500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:15][INFO] iteration       67/     100 | consumed samples:          536 | elapsed time per iteration (ms): 834.1 | throughput (samples/sec/per_device): 1.199 | learning rate: 9.897707E-09 | global batch size:     8 | loss video: 2.924756E-02 | loss action: 1.389922E+00 | loss scale: 1.0 | grad norm: 11.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:16][INFO] iteration       68/     100 | consumed samples:          544 | elapsed time per iteration (ms): 833.2 | throughput (samples/sec/per_device): 1.200 | learning rate: 9.894688E-09 | global batch size:     8 | loss video: 8.130769E-01 | loss action: 7.419880E-02 | loss scale: 1.0 | grad norm: 4.406250 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:17][INFO] iteration       69/     100 | consumed samples:          552 | elapsed time per iteration (ms): 829.6 | throughput (samples/sec/per_device): 1.205 | learning rate: 9.891625E-09 | global batch size:     8 | loss video: 8.721831E-01 | loss action: 1.279242E+00 | loss scale: 1.0 | grad norm: 13.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:18][INFO] iteration       70/     100 | consumed samples:          560 | elapsed time per iteration (ms): 833.6 | throughput (samples/sec/per_device): 1.200 | learning rate: 9.888520E-09 | global batch size:     8 | loss video: 6.201015E-01 | loss action: 4.752401E-01 | loss scale: 1.0 | grad norm: 9.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:18][INFO] iteration       71/     100 | consumed samples:          568 | elapsed time per iteration (ms): 831.5 | throughput (samples/sec/per_device): 1.203 | learning rate: 9.885371E-09 | global batch size:     8 | loss video: 1.337700E-01 | loss action: 2.559840E+00 | loss scale: 1.0 | grad norm: 17.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:19][INFO] iteration       72/     100 | consumed samples:          576 | elapsed time per iteration (ms): 847.3 | throughput (samples/sec/per_device): 1.180 | learning rate: 9.882179E-09 | global batch size:     8 | loss video: 2.925796E-01 | loss action: 5.165744E-01 | loss scale: 1.0 | grad norm: 7.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:20][INFO] iteration       73/     100 | consumed samples:          584 | elapsed time per iteration (ms): 829.8 | throughput (samples/sec/per_device): 1.205 | learning rate: 9.878943E-09 | global batch size:     8 | loss video: 3.564258E-01 | loss action: 9.245034E-01 | loss scale: 1.0 | grad norm: 9.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:21][INFO] iteration       74/     100 | consumed samples:          592 | elapsed time per iteration (ms): 835.1 | throughput (samples/sec/per_device): 1.197 | learning rate: 9.875665E-09 | global batch size:     8 | loss video: 7.273755E-01 | loss action: 3.910498E-02 | loss scale: 1.0 | grad norm: 10.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:22][INFO] iteration       75/     100 | consumed samples:          600 | elapsed time per iteration (ms): 838.8 | throughput (samples/sec/per_device): 1.192 | learning rate: 9.872343E-09 | global batch size:     8 | loss video: 2.517484E-01 | loss action: 1.699598E+00 | loss scale: 1.0 | grad norm: 11.937500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:23][INFO] iteration       76/     100 | consumed samples:          608 | elapsed time per iteration (ms): 832.5 | throughput (samples/sec/per_device): 1.201 | learning rate: 9.868978E-09 | global batch size:     8 | loss video: 6.152314E-02 | loss action: 1.851567E+00 | loss scale: 1.0 | grad norm: 9.750000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:24][INFO] iteration       77/     100 | consumed samples:          616 | elapsed time per iteration (ms): 877.1 | throughput (samples/sec/per_device): 1.140 | learning rate: 9.865570E-09 | global batch size:     8 | loss video: 6.655468E-01 | loss action: 1.139777E+00 | loss scale: 1.0 | grad norm: 15.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:24][INFO] iteration       78/     100 | consumed samples:          624 | elapsed time per iteration (ms): 834.9 | throughput (samples/sec/per_device): 1.198 | learning rate: 9.862118E-09 | global batch size:     8 | loss video: 8.515559E-01 | loss action: 2.069975E+00 | loss scale: 1.0 | grad norm: 15.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:25][INFO] iteration       79/     100 | consumed samples:          632 | elapsed time per iteration (ms): 841.5 | throughput (samples/sec/per_device): 1.188 | learning rate: 9.858624E-09 | global batch size:     8 | loss video: 2.814123E-01 | loss action: 1.733132E+00 | loss scale: 1.0 | grad norm: 10.875000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:26][INFO] iteration       80/     100 | consumed samples:          640 | elapsed time per iteration (ms): 843.1 | throughput (samples/sec/per_device): 1.186 | learning rate: 9.855087E-09 | global batch size:     8 | loss video: 8.622759E-01 | loss action: 1.241262E+00 | loss scale: 1.0 | grad norm: 9.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:26][INFO] max time across ranks (ms):
    forward-backward................................: 663.31
    forward-compute.................................: 216.25
    backward-compute................................: 303.63
    batch-generator.................................: 168.18
    nan-grad-cleanup................................: 20.26
    grad-clip.......................................: 33.64
    optimizer.......................................: 123.35
    optimizer-inner-step............................: 121.16
    optimizer-scheduler-step........................: 2.11
    optimizer-zero-grad.............................: 1.57
[2026-08-28 17:40:27][INFO] iteration       81/     100 | consumed samples:          648 | elapsed time per iteration (ms): 845.6 | throughput (samples/sec/per_device): 1.183 | learning rate: 9.851507E-09 | global batch size:     8 | loss video: 5.525110E-01 | loss action: 1.227862E+00 | loss scale: 1.0 | grad norm: 12.562500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:28][INFO] iteration       82/     100 | consumed samples:          656 | elapsed time per iteration (ms): 840.1 | throughput (samples/sec/per_device): 1.190 | learning rate: 9.847883E-09 | global batch size:     8 | loss video: 7.355859E-01 | loss action: 1.415877E+00 | loss scale: 1.0 | grad norm: 12.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:29][INFO] iteration       83/     100 | consumed samples:          664 | elapsed time per iteration (ms): 840.5 | throughput (samples/sec/per_device): 1.190 | learning rate: 9.844217E-09 | global batch size:     8 | loss video: 7.996833E-01 | loss action: 3.054035E-01 | loss scale: 1.0 | grad norm: 11.312500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:29][INFO] iteration       84/     100 | consumed samples:          672 | elapsed time per iteration (ms): 834.2 | throughput (samples/sec/per_device): 1.199 | learning rate: 9.840508E-09 | global batch size:     8 | loss video: 2.422994E-01 | loss action: 8.975434E-02 | loss scale: 1.0 | grad norm: 4.687500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:30][INFO] iteration       85/     100 | consumed samples:          680 | elapsed time per iteration (ms): 858.0 | throughput (samples/sec/per_device): 1.166 | learning rate: 9.836757E-09 | global batch size:     8 | loss video: 8.867648E-01 | loss action: 2.652462E+00 | loss scale: 1.0 | grad norm: 17.125000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:31][INFO] iteration       86/     100 | consumed samples:          688 | elapsed time per iteration (ms): 829.5 | throughput (samples/sec/per_device): 1.205 | learning rate: 9.832962E-09 | global batch size:     8 | loss video: 8.767533E-01 | loss action: 5.084098E-01 | loss scale: 1.0 | grad norm: 8.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:32][INFO] iteration       87/     100 | consumed samples:          696 | elapsed time per iteration (ms): 841.2 | throughput (samples/sec/per_device): 1.189 | learning rate: 9.829125E-09 | global batch size:     8 | loss video: 8.531740E-01 | loss action: 2.797611E+00 | loss scale: 1.0 | grad norm: 20.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:33][INFO] iteration       88/     100 | consumed samples:          704 | elapsed time per iteration (ms): 832.4 | throughput (samples/sec/per_device): 1.201 | learning rate: 9.825244E-09 | global batch size:     8 | loss video: 5.594705E-01 | loss action: 2.737864E+00 | loss scale: 1.0 | grad norm: 18.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:34][INFO] iteration       89/     100 | consumed samples:          712 | elapsed time per iteration (ms): 833.9 | throughput (samples/sec/per_device): 1.199 | learning rate: 9.821322E-09 | global batch size:     8 | loss video: 9.340941E-01 | loss action: 3.005024E-01 | loss scale: 1.0 | grad norm: 10.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:34][INFO] iteration       90/     100 | consumed samples:          720 | elapsed time per iteration (ms): 835.4 | throughput (samples/sec/per_device): 1.197 | learning rate: 9.817356E-09 | global batch size:     8 | loss video: 1.862953E-01 | loss action: 2.657758E+00 | loss scale: 1.0 | grad norm: 18.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:35][INFO] iteration       91/     100 | consumed samples:          728 | elapsed time per iteration (ms): 821.6 | throughput (samples/sec/per_device): 1.217 | learning rate: 9.813348E-09 | global batch size:     8 | loss video: 8.774223E-01 | loss action: 2.327200E+00 | loss scale: 1.0 | grad norm: 19.250000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:36][INFO] iteration       92/     100 | consumed samples:          736 | elapsed time per iteration (ms): 831.6 | throughput (samples/sec/per_device): 1.203 | learning rate: 9.809297E-09 | global batch size:     8 | loss video: 8.976598E-01 | loss action: 2.360301E+00 | loss scale: 1.0 | grad norm: 18.000000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:37][INFO] iteration       93/     100 | consumed samples:          744 | elapsed time per iteration (ms): 833.5 | throughput (samples/sec/per_device): 1.200 | learning rate: 9.805204E-09 | global batch size:     8 | loss video: 4.357935E-01 | loss action: 1.803360E-01 | loss scale: 1.0 | grad norm: 1.570312 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:38][INFO] iteration       94/     100 | consumed samples:          752 | elapsed time per iteration (ms): 846.0 | throughput (samples/sec/per_device): 1.182 | learning rate: 9.801069E-09 | global batch size:     8 | loss video: 1.402851E-01 | loss action: 1.307787E+00 | loss scale: 1.0 | grad norm: 10.187500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:39][INFO] iteration       95/     100 | consumed samples:          760 | elapsed time per iteration (ms): 845.1 | throughput (samples/sec/per_device): 1.183 | learning rate: 9.796890E-09 | global batch size:     8 | loss video: 5.496760E-01 | loss action: 2.895122E-01 | loss scale: 1.0 | grad norm: 7.562500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:39][INFO] iteration       96/     100 | consumed samples:          768 | elapsed time per iteration (ms): 835.7 | throughput (samples/sec/per_device): 1.197 | learning rate: 9.792670E-09 | global batch size:     8 | loss video: 2.390701E-01 | loss action: 8.419161E-01 | loss scale: 1.0 | grad norm: 7.093750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:40][INFO] iteration       97/     100 | consumed samples:          776 | elapsed time per iteration (ms): 827.3 | throughput (samples/sec/per_device): 1.209 | learning rate: 9.788407E-09 | global batch size:     8 | loss video: 7.821244E-02 | loss action: 2.473275E-01 | loss scale: 1.0 | grad norm: 4.781250 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:41][INFO] iteration       98/     100 | consumed samples:          784 | elapsed time per iteration (ms): 832.2 | throughput (samples/sec/per_device): 1.202 | learning rate: 9.784102E-09 | global batch size:     8 | loss video: 2.135666E-01 | loss action: 2.831783E+00 | loss scale: 1.0 | grad norm: 15.437500 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:42][INFO] iteration       99/     100 | consumed samples:          792 | elapsed time per iteration (ms): 878.9 | throughput (samples/sec/per_device): 1.138 | learning rate: 9.779754E-09 | global batch size:     8 | loss video: 7.201300E-02 | loss action: 0.000000E+00 | loss scale: 1.0 | grad norm: 2.375000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:43][INFO] iteration      100/     100 | consumed samples:          800 | elapsed time per iteration (ms): 848.5 | throughput (samples/sec/per_device): 1.179 | learning rate: 9.775365E-09 | global batch size:     8 | loss video: 4.817371E-01 | loss action: 1.836373E+00 | loss scale: 1.0 | grad norm: 15.500000 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-28 17:40:43][INFO] max time across ranks (ms):
    forward-backward................................: 665.59
    forward-compute.................................: 216.72
    backward-compute................................: 300.34
    batch-generator.................................: 161.23
    nan-grad-cleanup................................: 20.28
    grad-clip.......................................: 34.21
    optimizer.......................................: 124.36
    optimizer-inner-step............................: 122.39
    optimizer-scheduler-step........................: 2.11
    optimizer-zero-grad.............................: 1.23
[2026-08-28 17:41:02][INFO] Checkpoint saved (dcp): /raid0/fastwam/experiments/fastwam_powersgd_plus_freeze_v_fair_a800_100_1000_v1/warmup_freeze_v/checkpoints/steps_100
