[2026-08-21 15:38:49][INFO] 
------------------------ training training_args ------------------------
[2026-08-21 15:42:42][INFO] iteration       54/     100 | consumed samples:         5184 | elapsed time per iteration (ms): 977.2 | throughput (samples/sec/per_device): 12.280 | learning rate: 2.488322E-05 | global batch size:    96 | action loss: 2.482795E-01 | loss scale: 1.0 | grad norm: 0.844504 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:43][INFO] iteration       55/     100 | consumed samples:         5280 | elapsed time per iteration (ms): 976.7 | throughput (samples/sec/per_device): 12.286 | learning rate: 2.487786E-05 | global batch size:    96 | action loss: 2.358364E-01 | loss scale: 1.0 | grad norm: 0.572576 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:44][INFO] iteration       56/     100 | consumed samples:         5376 | elapsed time per iteration (ms): 977.2 | throughput (samples/sec/per_device): 12.281 | learning rate: 2.487238E-05 | global batch size:    96 | action loss: 2.832903E-01 | loss scale: 1.0 | grad norm: 0.817346 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:45][INFO] iteration       57/     100 | consumed samples:         5472 | elapsed time per iteration (ms): 978.2 | throughput (samples/sec/per_device): 12.267 | learning rate: 2.486678E-05 | global batch size:    96 | action loss: 2.358655E-01 | loss scale: 1.0 | grad norm: 0.456494 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:46][INFO] iteration       58/     100 | consumed samples:         5568 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.279 | learning rate: 2.486106E-05 | global batch size:    96 | action loss: 2.156160E-01 | loss scale: 1.0 | grad norm: 0.582703 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:47][INFO] iteration       59/     100 | consumed samples:         5664 | elapsed time per iteration (ms): 979.0 | throughput (samples/sec/per_device): 12.257 | learning rate: 2.485522E-05 | global batch size:    96 | action loss: 2.470129E-01 | loss scale: 1.0 | grad norm: 0.889447 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:48][INFO] iteration       60/     100 | consumed samples:         5760 | elapsed time per iteration (ms): 985.8 | throughput (samples/sec/per_device): 12.172 | learning rate: 2.484927E-05 | global batch size:    96 | action loss: 2.199176E-01 | loss scale: 1.0 | grad norm: 0.534570 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:48][INFO] max time across ranks (ms):
    forward-backward................................: 853.89
    forward-compute.................................: 277.51
    backward-compute................................: 575.24
    batch-generator.................................: 1.56
    nan-grad-cleanup................................: 13.02
    grad-clip.......................................: 32.61
    optimizer.......................................: 84.56
    optimizer-inner-step............................: 84.47
    optimizer-scheduler-step........................: 0.05
    optimizer-zero-grad.............................: 0.76
[2026-08-21 15:42:49][INFO] iteration       61/     100 | consumed samples:         5856 | elapsed time per iteration (ms): 979.5 | throughput (samples/sec/per_device): 12.251 | learning rate: 2.484319E-05 | global batch size:    96 | action loss: 2.525542E-01 | loss scale: 1.0 | grad norm: 1.022053 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:50][INFO] iteration       62/     100 | consumed samples:         5952 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.278 | learning rate: 2.483699E-05 | global batch size:    96 | action loss: 2.353165E-01 | loss scale: 1.0 | grad norm: 0.607951 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:51][INFO] iteration       63/     100 | consumed samples:         6048 | elapsed time per iteration (ms): 976.7 | throughput (samples/sec/per_device): 12.286 | learning rate: 2.483068E-05 | global batch size:    96 | action loss: 2.329742E-01 | loss scale: 1.0 | grad norm: 0.560446 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:52][INFO] iteration       64/     100 | consumed samples:         6144 | elapsed time per iteration (ms): 977.4 | throughput (samples/sec/per_device): 12.277 | learning rate: 2.482425E-05 | global batch size:    96 | action loss: 2.237319E-01 | loss scale: 1.0 | grad norm: 0.587107 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:53][INFO] iteration       65/     100 | consumed samples:         6240 | elapsed time per iteration (ms): 976.5 | throughput (samples/sec/per_device): 12.288 | learning rate: 2.481769E-05 | global batch size:    96 | action loss: 2.113199E-01 | loss scale: 1.0 | grad norm: 0.499920 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:54][INFO] iteration       66/     100 | consumed samples:         6336 | elapsed time per iteration (ms): 979.8 | throughput (samples/sec/per_device): 12.248 | learning rate: 2.481102E-05 | global batch size:    96 | action loss: 1.954901E-01 | loss scale: 1.0 | grad norm: 0.528306 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:55][INFO] iteration       67/     100 | consumed samples:         6432 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.279 | learning rate: 2.480423E-05 | global batch size:    96 | action loss: 2.335524E-01 | loss scale: 1.0 | grad norm: 0.684414 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:56][INFO] iteration       68/     100 | consumed samples:         6528 | elapsed time per iteration (ms): 976.8 | throughput (samples/sec/per_device): 12.285 | learning rate: 2.479732E-05 | global batch size:    96 | action loss: 2.051593E-01 | loss scale: 1.0 | grad norm: 0.516972 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:57][INFO] iteration       69/     100 | consumed samples:         6624 | elapsed time per iteration (ms): 978.3 | throughput (samples/sec/per_device): 12.266 | learning rate: 2.479029E-05 | global batch size:    96 | action loss: 2.138169E-01 | loss scale: 1.0 | grad norm: 0.470626 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:58][INFO] iteration       70/     100 | consumed samples:         6720 | elapsed time per iteration (ms): 977.2 | throughput (samples/sec/per_device): 12.280 | learning rate: 2.478314E-05 | global batch size:    96 | action loss: 2.458335E-01 | loss scale: 1.0 | grad norm: 0.616704 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:42:59][INFO] iteration       71/     100 | consumed samples:         6816 | elapsed time per iteration (ms): 978.1 | throughput (samples/sec/per_device): 12.269 | learning rate: 2.477588E-05 | global batch size:    96 | action loss: 2.155306E-01 | loss scale: 1.0 | grad norm: 0.677732 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:00][INFO] iteration       72/     100 | consumed samples:         6912 | elapsed time per iteration (ms): 978.5 | throughput (samples/sec/per_device): 12.264 | learning rate: 2.476849E-05 | global batch size:    96 | action loss: 2.412298E-01 | loss scale: 1.0 | grad norm: 0.719653 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:01][INFO] iteration       73/     100 | consumed samples:         7008 | elapsed time per iteration (ms): 977.0 | throughput (samples/sec/per_device): 12.283 | learning rate: 2.476099E-05 | global batch size:    96 | action loss: 2.192442E-01 | loss scale: 1.0 | grad norm: 0.635797 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:02][INFO] iteration       74/     100 | consumed samples:         7104 | elapsed time per iteration (ms): 976.3 | throughput (samples/sec/per_device): 12.291 | learning rate: 2.475337E-05 | global batch size:    96 | action loss: 2.216760E-01 | loss scale: 1.0 | grad norm: 0.511750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:03][INFO] iteration       75/     100 | consumed samples:         7200 | elapsed time per iteration (ms): 976.8 | throughput (samples/sec/per_device): 12.285 | learning rate: 2.474563E-05 | global batch size:    96 | action loss: 2.310003E-01 | loss scale: 1.0 | grad norm: 0.465991 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:04][INFO] iteration       76/     100 | consumed samples:         7296 | elapsed time per iteration (ms): 977.9 | throughput (samples/sec/per_device): 12.271 | learning rate: 2.473777E-05 | global batch size:    96 | action loss: 2.055384E-01 | loss scale: 1.0 | grad norm: 0.549841 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:04][INFO] iteration       77/     100 | consumed samples:         7392 | elapsed time per iteration (ms): 979.8 | throughput (samples/sec/per_device): 12.247 | learning rate: 2.472979E-05 | global batch size:    96 | action loss: 2.175564E-01 | loss scale: 1.0 | grad norm: 0.475897 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:05][INFO] iteration       78/     100 | consumed samples:         7488 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.279 | learning rate: 2.472170E-05 | global batch size:    96 | action loss: 2.090923E-01 | loss scale: 1.0 | grad norm: 0.498750 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:06][INFO] iteration       79/     100 | consumed samples:         7584 | elapsed time per iteration (ms): 976.5 | throughput (samples/sec/per_device): 12.289 | learning rate: 2.471349E-05 | global batch size:    96 | action loss: 2.133066E-01 | loss scale: 1.0 | grad norm: 0.588417 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:07][INFO] iteration       80/     100 | consumed samples:         7680 | elapsed time per iteration (ms): 987.0 | throughput (samples/sec/per_device): 12.158 | learning rate: 2.470516E-05 | global batch size:    96 | action loss: 1.964634E-01 | loss scale: 1.0 | grad norm: 0.481720 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:07][INFO] max time across ranks (ms):
    forward-backward................................: 856.51
    forward-compute.................................: 278.33
    backward-compute................................: 578.24
    batch-generator.................................: 1.60
    nan-grad-cleanup................................: 12.96
    grad-clip.......................................: 32.84
    optimizer.......................................: 82.63
    optimizer-inner-step............................: 82.52
    optimizer-scheduler-step........................: 0.07
    optimizer-zero-grad.............................: 0.74
[2026-08-21 15:43:08][INFO] iteration       81/     100 | consumed samples:         7776 | elapsed time per iteration (ms): 976.2 | throughput (samples/sec/per_device): 12.293 | learning rate: 2.469671E-05 | global batch size:    96 | action loss: 1.968841E-01 | loss scale: 1.0 | grad norm: 0.435546 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:09][INFO] iteration       82/     100 | consumed samples:         7872 | elapsed time per iteration (ms): 976.4 | throughput (samples/sec/per_device): 12.290 | learning rate: 2.468814E-05 | global batch size:    96 | action loss: 2.061963E-01 | loss scale: 1.0 | grad norm: 0.618341 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:10][INFO] iteration       83/     100 | consumed samples:         7968 | elapsed time per iteration (ms): 977.8 | throughput (samples/sec/per_device): 12.272 | learning rate: 2.467946E-05 | global batch size:    96 | action loss: 1.919384E-01 | loss scale: 1.0 | grad norm: 0.526283 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:11][INFO] iteration       84/     100 | consumed samples:         8064 | elapsed time per iteration (ms): 976.6 | throughput (samples/sec/per_device): 12.288 | learning rate: 2.467066E-05 | global batch size:    96 | action loss: 2.021052E-01 | loss scale: 1.0 | grad norm: 0.529469 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:12][INFO] iteration       85/     100 | consumed samples:         8160 | elapsed time per iteration (ms): 975.8 | throughput (samples/sec/per_device): 12.297 | learning rate: 2.466174E-05 | global batch size:    96 | action loss: 2.327663E-01 | loss scale: 1.0 | grad norm: 0.626505 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:13][INFO] iteration       86/     100 | consumed samples:         8256 | elapsed time per iteration (ms): 974.8 | throughput (samples/sec/per_device): 12.310 | learning rate: 2.465270E-05 | global batch size:    96 | action loss: 2.008384E-01 | loss scale: 1.0 | grad norm: 0.371586 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:14][INFO] iteration       87/     100 | consumed samples:         8352 | elapsed time per iteration (ms): 976.7 | throughput (samples/sec/per_device): 12.286 | learning rate: 2.464355E-05 | global batch size:    96 | action loss: 1.935217E-01 | loss scale: 1.0 | grad norm: 0.483040 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:15][INFO] iteration       88/     100 | consumed samples:         8448 | elapsed time per iteration (ms): 975.4 | throughput (samples/sec/per_device): 12.302 | learning rate: 2.463428E-05 | global batch size:    96 | action loss: 2.066978E-01 | loss scale: 1.0 | grad norm: 0.512398 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:16][INFO] iteration       89/     100 | consumed samples:         8544 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.279 | learning rate: 2.462489E-05 | global batch size:    96 | action loss: 2.305335E-01 | loss scale: 1.0 | grad norm: 0.600744 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:17][INFO] iteration       90/     100 | consumed samples:         8640 | elapsed time per iteration (ms): 974.7 | throughput (samples/sec/per_device): 12.311 | learning rate: 2.461538E-05 | global batch size:    96 | action loss: 2.255722E-01 | loss scale: 1.0 | grad norm: 0.692795 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:18][INFO] iteration       91/     100 | consumed samples:         8736 | elapsed time per iteration (ms): 973.5 | throughput (samples/sec/per_device): 12.326 | learning rate: 2.460576E-05 | global batch size:    96 | action loss: 2.052471E-01 | loss scale: 1.0 | grad norm: 0.651370 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:19][INFO] iteration       92/     100 | consumed samples:         8832 | elapsed time per iteration (ms): 974.9 | throughput (samples/sec/per_device): 12.309 | learning rate: 2.459602E-05 | global batch size:    96 | action loss: 2.083964E-01 | loss scale: 1.0 | grad norm: 0.589097 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:20][INFO] iteration       93/     100 | consumed samples:         8928 | elapsed time per iteration (ms): 980.3 | throughput (samples/sec/per_device): 12.241 | learning rate: 2.458617E-05 | global batch size:    96 | action loss: 2.379844E-01 | loss scale: 1.0 | grad norm: 0.856393 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:21][INFO] iteration       94/     100 | consumed samples:         9024 | elapsed time per iteration (ms): 975.6 | throughput (samples/sec/per_device): 12.300 | learning rate: 2.457619E-05 | global batch size:    96 | action loss: 1.915379E-01 | loss scale: 1.0 | grad norm: 0.532055 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:22][INFO] iteration       95/     100 | consumed samples:         9120 | elapsed time per iteration (ms): 974.4 | throughput (samples/sec/per_device): 12.316 | learning rate: 2.456611E-05 | global batch size:    96 | action loss: 1.992690E-01 | loss scale: 1.0 | grad norm: 0.440369 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:23][INFO] iteration       96/     100 | consumed samples:         9216 | elapsed time per iteration (ms): 975.2 | throughput (samples/sec/per_device): 12.305 | learning rate: 2.455590E-05 | global batch size:    96 | action loss: 2.180836E-01 | loss scale: 1.0 | grad norm: 0.531565 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:24][INFO] iteration       97/     100 | consumed samples:         9312 | elapsed time per iteration (ms): 974.2 | throughput (samples/sec/per_device): 12.317 | learning rate: 2.454558E-05 | global batch size:    96 | action loss: 2.125322E-01 | loss scale: 1.0 | grad norm: 0.613064 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:25][INFO] iteration       98/     100 | consumed samples:         9408 | elapsed time per iteration (ms): 974.7 | throughput (samples/sec/per_device): 12.311 | learning rate: 2.453514E-05 | global batch size:    96 | action loss: 1.987589E-01 | loss scale: 1.0 | grad norm: 0.622951 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:26][INFO] iteration       99/     100 | consumed samples:         9504 | elapsed time per iteration (ms): 974.8 | throughput (samples/sec/per_device): 12.311 | learning rate: 2.452459E-05 | global batch size:    96 | action loss: 1.932330E-01 | loss scale: 1.0 | grad norm: 0.588522 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:27][INFO] iteration      100/     100 | consumed samples:         9600 | elapsed time per iteration (ms): 985.5 | throughput (samples/sec/per_device): 12.177 | learning rate: 2.451392E-05 | global batch size:    96 | action loss: 2.029619E-01 | loss scale: 1.0 | grad norm: 0.494848 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 15:43:27][INFO] max time across ranks (ms):
    forward-backward................................: 853.34
    forward-compute.................................: 279.60
    backward-compute................................: 575.52
    batch-generator.................................: 1.70
    nan-grad-cleanup................................: 12.75
    grad-clip.......................................: 34.13
    optimizer.......................................: 83.57
    optimizer-inner-step............................: 83.47
    optimizer-scheduler-step........................: 0.05
    optimizer-zero-grad.............................: 1.01
[2026-08-21 15:43:37][INFO] Checkpoint saved (dcp): /raid0/fastwam/experiments/pi05_powersgd_plus_acp_resume_a800_100_1000_v2/warmup_0_100/checkpoints/steps_100
