[2026-08-24 01:18:25][INFO] 
------------------------ training training_args ------------------------
    optimizer-scheduler-step........................: 0.06
    optimizer-zero-grad.............................: 0.81
[2026-08-24 01:23:05][INFO] iteration      401/    1000 | consumed samples:        38496 | elapsed time per iteration (ms): 978.5 | throughput (samples/sec/per_device): 12.264 | learning rate: 1.688881E-05 | global batch size:    96 | action loss: 1.548992E-01 | loss scale: 1.0 | grad norm: 0.471832 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:06][INFO] iteration      402/    1000 | consumed samples:        38592 | elapsed time per iteration (ms): 980.2 | throughput (samples/sec/per_device): 12.242 | learning rate: 1.685277E-05 | global batch size:    96 | action loss: 1.686561E-01 | loss scale: 1.0 | grad norm: 0.599238 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:07][INFO] iteration      403/    1000 | consumed samples:        38688 | elapsed time per iteration (ms): 980.9 | throughput (samples/sec/per_device): 12.234 | learning rate: 1.681668E-05 | global batch size:    96 | action loss: 1.534527E-01 | loss scale: 1.0 | grad norm: 0.644435 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:08][INFO] iteration      404/    1000 | consumed samples:        38784 | elapsed time per iteration (ms): 984.6 | throughput (samples/sec/per_device): 12.188 | learning rate: 1.678056E-05 | global batch size:    96 | action loss: 1.608448E-01 | loss scale: 1.0 | grad norm: 0.524014 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:09][INFO] iteration      405/    1000 | consumed samples:        38880 | elapsed time per iteration (ms): 979.7 | throughput (samples/sec/per_device): 12.248 | learning rate: 1.674440E-05 | global batch size:    96 | action loss: 1.518191E-01 | loss scale: 1.0 | grad norm: 0.442778 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:10][INFO] iteration      406/    1000 | consumed samples:        38976 | elapsed time per iteration (ms): 978.7 | throughput (samples/sec/per_device): 12.261 | learning rate: 1.670820E-05 | global batch size:    96 | action loss: 1.538540E-01 | loss scale: 1.0 | grad norm: 0.653481 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:11][INFO] iteration      407/    1000 | consumed samples:        39072 | elapsed time per iteration (ms): 979.9 | throughput (samples/sec/per_device): 12.246 | learning rate: 1.667197E-05 | global batch size:    96 | action loss: 1.746518E-01 | loss scale: 1.0 | grad norm: 0.543815 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:12][INFO] iteration      408/    1000 | consumed samples:        39168 | elapsed time per iteration (ms): 978.5 | throughput (samples/sec/per_device): 12.264 | learning rate: 1.663570E-05 | global batch size:    96 | action loss: 1.581495E-01 | loss scale: 1.0 | grad norm: 0.481030 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:13][INFO] iteration      409/    1000 | consumed samples:        39264 | elapsed time per iteration (ms): 983.7 | throughput (samples/sec/per_device): 12.199 | learning rate: 1.659939E-05 | global batch size:    96 | action loss: 1.571397E-01 | loss scale: 1.0 | grad norm: 0.528237 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:14][INFO] iteration      410/    1000 | consumed samples:        39360 | elapsed time per iteration (ms): 981.1 | throughput (samples/sec/per_device): 12.231 | learning rate: 1.656304E-05 | global batch size:    96 | action loss: 1.694058E-01 | loss scale: 1.0 | grad norm: 0.499714 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:15][INFO] iteration      411/    1000 | consumed samples:        39456 | elapsed time per iteration (ms): 982.9 | throughput (samples/sec/per_device): 12.209 | learning rate: 1.652666E-05 | global batch size:    96 | action loss: 1.559341E-01 | loss scale: 1.0 | grad norm: 0.519439 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:16][INFO] iteration      412/    1000 | consumed samples:        39552 | elapsed time per iteration (ms): 979.7 | throughput (samples/sec/per_device): 12.248 | learning rate: 1.649025E-05 | global batch size:    96 | action loss: 1.583924E-01 | loss scale: 1.0 | grad norm: 0.461072 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:17][INFO] iteration      413/    1000 | consumed samples:        39648 | elapsed time per iteration (ms): 981.4 | throughput (samples/sec/per_device): 12.227 | learning rate: 1.645380E-05 | global batch size:    96 | action loss: 1.577874E-01 | loss scale: 1.0 | grad norm: 0.524713 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:18][INFO] iteration      414/    1000 | consumed samples:        39744 | elapsed time per iteration (ms): 978.8 | throughput (samples/sec/per_device): 12.260 | learning rate: 1.641731E-05 | global batch size:    96 | action loss: 1.684971E-01 | loss scale: 1.0 | grad norm: 0.519661 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:19][INFO] iteration      415/    1000 | consumed samples:        39840 | elapsed time per iteration (ms): 980.9 | throughput (samples/sec/per_device): 12.234 | learning rate: 1.638079E-05 | global batch size:    96 | action loss: 1.392866E-01 | loss scale: 1.0 | grad norm: 0.433637 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:20][INFO] iteration      416/    1000 | consumed samples:        39936 | elapsed time per iteration (ms): 978.8 | throughput (samples/sec/per_device): 12.260 | learning rate: 1.634424E-05 | global batch size:    96 | action loss: 1.429637E-01 | loss scale: 1.0 | grad norm: 0.579266 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:21][INFO] iteration      417/    1000 | consumed samples:        40032 | elapsed time per iteration (ms): 978.7 | throughput (samples/sec/per_device): 12.262 | learning rate: 1.630765E-05 | global batch size:    96 | action loss: 1.703643E-01 | loss scale: 1.0 | grad norm: 0.444980 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:22][INFO] iteration      418/    1000 | consumed samples:        40128 | elapsed time per iteration (ms): 978.6 | throughput (samples/sec/per_device): 12.263 | learning rate: 1.627103E-05 | global batch size:    96 | action loss: 1.572961E-01 | loss scale: 1.0 | grad norm: 0.527918 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:22][INFO] iteration      419/    1000 | consumed samples:        40224 | elapsed time per iteration (ms): 977.7 | throughput (samples/sec/per_device): 12.274 | learning rate: 1.623437E-05 | global batch size:    96 | action loss: 1.536004E-01 | loss scale: 1.0 | grad norm: 0.615436 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:23][INFO] iteration      420/    1000 | consumed samples:        40320 | elapsed time per iteration (ms): 987.0 | throughput (samples/sec/per_device): 12.158 | learning rate: 1.619769E-05 | global batch size:    96 | action loss: 1.634095E-01 | loss scale: 1.0 | grad norm: 0.411159 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:23][INFO] max time across ranks (ms):
    forward-backward................................: 855.91
    forward-compute.................................: 277.79
    backward-compute................................: 577.86
    batch-generator.................................: 1.43
    nan-grad-cleanup................................: 12.94
    grad-clip.......................................: 32.53
    optimizer.......................................: 83.39
    optimizer-inner-step............................: 83.30
    optimizer-scheduler-step........................: 0.04
    optimizer-zero-grad.............................: 0.77
[2026-08-24 01:23:24][INFO] iteration      421/    1000 | consumed samples:        40416 | elapsed time per iteration (ms): 977.4 | throughput (samples/sec/per_device): 12.277 | learning rate: 1.616097E-05 | global batch size:    96 | action loss: 1.557951E-01 | loss scale: 1.0 | grad norm: 0.511115 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:25][INFO] iteration      422/    1000 | consumed samples:        40512 | elapsed time per iteration (ms): 978.8 | throughput (samples/sec/per_device): 12.260 | learning rate: 1.612422E-05 | global batch size:    96 | action loss: 1.595419E-01 | loss scale: 1.0 | grad norm: 0.551163 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:26][INFO] iteration      423/    1000 | consumed samples:        40608 | elapsed time per iteration (ms): 977.6 | throughput (samples/sec/per_device): 12.274 | learning rate: 1.608743E-05 | global batch size:    96 | action loss: 1.557646E-01 | loss scale: 1.0 | grad norm: 0.557124 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:27][INFO] iteration      424/    1000 | consumed samples:        40704 | elapsed time per iteration (ms): 977.6 | throughput (samples/sec/per_device): 12.275 | learning rate: 1.605062E-05 | global batch size:    96 | action loss: 1.637129E-01 | loss scale: 1.0 | grad norm: 0.638467 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:28][INFO] iteration      425/    1000 | consumed samples:        40800 | elapsed time per iteration (ms): 1036.1 | throughput (samples/sec/per_device): 11.582 | learning rate: 1.601378E-05 | global batch size:    96 | action loss: 1.867677E-01 | loss scale: 1.0 | grad norm: 0.622853 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:29][INFO] iteration      426/    1000 | consumed samples:        40896 | elapsed time per iteration (ms): 977.1 | throughput (samples/sec/per_device): 12.282 | learning rate: 1.597690E-05 | global batch size:    96 | action loss: 1.669878E-01 | loss scale: 1.0 | grad norm: 0.490088 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:30][INFO] iteration      427/    1000 | consumed samples:        40992 | elapsed time per iteration (ms): 977.4 | throughput (samples/sec/per_device): 12.277 | learning rate: 1.594000E-05 | global batch size:    96 | action loss: 1.567095E-01 | loss scale: 1.0 | grad norm: 0.476639 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:31][INFO] iteration      428/    1000 | consumed samples:        41088 | elapsed time per iteration (ms): 978.0 | throughput (samples/sec/per_device): 12.269 | learning rate: 1.590306E-05 | global batch size:    96 | action loss: 1.799976E-01 | loss scale: 1.0 | grad norm: 0.539402 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:32][INFO] iteration      429/    1000 | consumed samples:        41184 | elapsed time per iteration (ms): 976.9 | throughput (samples/sec/per_device): 12.283 | learning rate: 1.586610E-05 | global batch size:    96 | action loss: 1.787618E-01 | loss scale: 1.0 | grad norm: 0.446789 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:33][INFO] iteration      430/    1000 | consumed samples:        41280 | elapsed time per iteration (ms): 977.2 | throughput (samples/sec/per_device): 12.281 | learning rate: 1.582911E-05 | global batch size:    96 | action loss: 1.768511E-01 | loss scale: 1.0 | grad norm: 0.502824 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:34][INFO] iteration      431/    1000 | consumed samples:        41376 | elapsed time per iteration (ms): 977.8 | throughput (samples/sec/per_device): 12.272 | learning rate: 1.579209E-05 | global batch size:    96 | action loss: 1.589125E-01 | loss scale: 1.0 | grad norm: 0.632340 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:35][INFO] iteration      432/    1000 | consumed samples:        41472 | elapsed time per iteration (ms): 977.0 | throughput (samples/sec/per_device): 12.282 | learning rate: 1.575504E-05 | global batch size:    96 | action loss: 1.671917E-01 | loss scale: 1.0 | grad norm: 0.511422 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:36][INFO] iteration      433/    1000 | consumed samples:        41568 | elapsed time per iteration (ms): 977.9 | throughput (samples/sec/per_device): 12.272 | learning rate: 1.571796E-05 | global batch size:    96 | action loss: 1.629258E-01 | loss scale: 1.0 | grad norm: 0.473001 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:37][INFO] iteration      434/    1000 | consumed samples:        41664 | elapsed time per iteration (ms): 984.6 | throughput (samples/sec/per_device): 12.187 | learning rate: 1.568086E-05 | global batch size:    96 | action loss: 1.600385E-01 | loss scale: 1.0 | grad norm: 0.457541 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:38][INFO] iteration      435/    1000 | consumed samples:        41760 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.279 | learning rate: 1.564373E-05 | global batch size:    96 | action loss: 1.671046E-01 | loss scale: 1.0 | grad norm: 0.466358 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:39][INFO] iteration      436/    1000 | consumed samples:        41856 | elapsed time per iteration (ms): 976.8 | throughput (samples/sec/per_device): 12.285 | learning rate: 1.560657E-05 | global batch size:    96 | action loss: 1.610443E-01 | loss scale: 1.0 | grad norm: 0.416965 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:40][INFO] iteration      437/    1000 | consumed samples:        41952 | elapsed time per iteration (ms): 977.4 | throughput (samples/sec/per_device): 12.278 | learning rate: 1.556939E-05 | global batch size:    96 | action loss: 1.575811E-01 | loss scale: 1.0 | grad norm: 0.423234 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:41][INFO] iteration      438/    1000 | consumed samples:        42048 | elapsed time per iteration (ms): 977.2 | throughput (samples/sec/per_device): 12.280 | learning rate: 1.553218E-05 | global batch size:    96 | action loss: 1.691949E-01 | loss scale: 1.0 | grad norm: 0.479844 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:42][INFO] iteration      439/    1000 | consumed samples:        42144 | elapsed time per iteration (ms): 981.2 | throughput (samples/sec/per_device): 12.230 | learning rate: 1.549494E-05 | global batch size:    96 | action loss: 1.564335E-01 | loss scale: 1.0 | grad norm: 0.511569 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:43][INFO] iteration      440/    1000 | consumed samples:        42240 | elapsed time per iteration (ms): 988.4 | throughput (samples/sec/per_device): 12.141 | learning rate: 1.545768E-05 | global batch size:    96 | action loss: 1.722367E-01 | loss scale: 1.0 | grad norm: 0.499590 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:43][INFO] max time across ranks (ms):
    forward-backward................................: 854.45
    forward-compute.................................: 277.84
    backward-compute................................: 576.09
    batch-generator.................................: 1.45
    nan-grad-cleanup................................: 12.70
    grad-clip.......................................: 34.97
    optimizer.......................................: 85.60
    optimizer-inner-step............................: 85.50
    optimizer-scheduler-step........................: 0.05
    optimizer-zero-grad.............................: 0.73
[2026-08-24 01:23:44][INFO] iteration      441/    1000 | consumed samples:        42336 | elapsed time per iteration (ms): 975.0 | throughput (samples/sec/per_device): 12.308 | learning rate: 1.542039E-05 | global batch size:    96 | action loss: 1.705866E-01 | loss scale: 1.0 | grad norm: 0.499838 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:45][INFO] iteration      442/    1000 | consumed samples:        42432 | elapsed time per iteration (ms): 977.4 | throughput (samples/sec/per_device): 12.278 | learning rate: 1.538309E-05 | global batch size:    96 | action loss: 1.540342E-01 | loss scale: 1.0 | grad norm: 0.500047 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:46][INFO] iteration      443/    1000 | consumed samples:        42528 | elapsed time per iteration (ms): 977.5 | throughput (samples/sec/per_device): 12.276 | learning rate: 1.534575E-05 | global batch size:    96 | action loss: 1.422007E-01 | loss scale: 1.0 | grad norm: 0.438465 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:47][INFO] iteration      444/    1000 | consumed samples:        42624 | elapsed time per iteration (ms): 975.9 | throughput (samples/sec/per_device): 12.297 | learning rate: 1.530840E-05 | global batch size:    96 | action loss: 1.778534E-01 | loss scale: 1.0 | grad norm: 0.490565 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:48][INFO] iteration      445/    1000 | consumed samples:        42720 | elapsed time per iteration (ms): 976.3 | throughput (samples/sec/per_device): 12.291 | learning rate: 1.527101E-05 | global batch size:    96 | action loss: 1.393755E-01 | loss scale: 1.0 | grad norm: 0.533634 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:49][INFO] iteration      446/    1000 | consumed samples:        42816 | elapsed time per iteration (ms): 976.1 | throughput (samples/sec/per_device): 12.294 | learning rate: 1.523361E-05 | global batch size:    96 | action loss: 1.586394E-01 | loss scale: 1.0 | grad norm: 0.533768 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:50][INFO] iteration      447/    1000 | consumed samples:        42912 | elapsed time per iteration (ms): 978.2 | throughput (samples/sec/per_device): 12.267 | learning rate: 1.519619E-05 | global batch size:    96 | action loss: 1.523079E-01 | loss scale: 1.0 | grad norm: 0.556937 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:51][INFO] iteration      448/    1000 | consumed samples:        43008 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.279 | learning rate: 1.515874E-05 | global batch size:    96 | action loss: 1.816594E-01 | loss scale: 1.0 | grad norm: 0.596010 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:52][INFO] iteration      449/    1000 | consumed samples:        43104 | elapsed time per iteration (ms): 978.0 | throughput (samples/sec/per_device): 12.271 | learning rate: 1.512127E-05 | global batch size:    96 | action loss: 1.578375E-01 | loss scale: 1.0 | grad norm: 0.458462 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:53][INFO] iteration      450/    1000 | consumed samples:        43200 | elapsed time per iteration (ms): 1034.2 | throughput (samples/sec/per_device): 11.603 | learning rate: 1.508378E-05 | global batch size:    96 | action loss: 1.542516E-01 | loss scale: 1.0 | grad norm: 0.440661 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:54][INFO] iteration      451/    1000 | consumed samples:        43296 | elapsed time per iteration (ms): 976.0 | throughput (samples/sec/per_device): 12.295 | learning rate: 1.504627E-05 | global batch size:    96 | action loss: 1.418554E-01 | loss scale: 1.0 | grad norm: 0.453569 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:55][INFO] iteration      452/    1000 | consumed samples:        43392 | elapsed time per iteration (ms): 978.7 | throughput (samples/sec/per_device): 12.262 | learning rate: 1.500873E-05 | global batch size:    96 | action loss: 1.794922E-01 | loss scale: 1.0 | grad norm: 0.479619 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:56][INFO] iteration      453/    1000 | consumed samples:        43488 | elapsed time per iteration (ms): 980.8 | throughput (samples/sec/per_device): 12.235 | learning rate: 1.497118E-05 | global batch size:    96 | action loss: 1.744371E-01 | loss scale: 1.0 | grad norm: 0.526669 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:57][INFO] iteration      454/    1000 | consumed samples:        43584 | elapsed time per iteration (ms): 977.1 | throughput (samples/sec/per_device): 12.281 | learning rate: 1.493361E-05 | global batch size:    96 | action loss: 1.442729E-01 | loss scale: 1.0 | grad norm: 0.456960 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:58][INFO] iteration      455/    1000 | consumed samples:        43680 | elapsed time per iteration (ms): 976.4 | throughput (samples/sec/per_device): 12.290 | learning rate: 1.489602E-05 | global batch size:    96 | action loss: 1.539835E-01 | loss scale: 1.0 | grad norm: 0.554412 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:23:59][INFO] iteration      456/    1000 | consumed samples:        43776 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.279 | learning rate: 1.485841E-05 | global batch size:    96 | action loss: 1.805300E-01 | loss scale: 1.0 | grad norm: 0.556318 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:00][INFO] iteration      457/    1000 | consumed samples:        43872 | elapsed time per iteration (ms): 978.6 | throughput (samples/sec/per_device): 12.263 | learning rate: 1.482078E-05 | global batch size:    96 | action loss: 1.675979E-01 | loss scale: 1.0 | grad norm: 0.543282 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:01][INFO] iteration      458/    1000 | consumed samples:        43968 | elapsed time per iteration (ms): 982.1 | throughput (samples/sec/per_device): 12.219 | learning rate: 1.478313E-05 | global batch size:    96 | action loss: 1.404622E-01 | loss scale: 1.0 | grad norm: 0.485242 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:02][INFO] iteration      459/    1000 | consumed samples:        44064 | elapsed time per iteration (ms): 977.7 | throughput (samples/sec/per_device): 12.274 | learning rate: 1.474546E-05 | global batch size:    96 | action loss: 1.797104E-01 | loss scale: 1.0 | grad norm: 0.410389 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:03][INFO] iteration      460/    1000 | consumed samples:        44160 | elapsed time per iteration (ms): 987.0 | throughput (samples/sec/per_device): 12.158 | learning rate: 1.470778E-05 | global batch size:    96 | action loss: 1.571712E-01 | loss scale: 1.0 | grad norm: 0.491732 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:03][INFO] max time across ranks (ms):
    forward-backward................................: 854.05
    forward-compute.................................: 277.88
    backward-compute................................: 576.24
    batch-generator.................................: 1.42
    nan-grad-cleanup................................: 14.24
    grad-clip.......................................: 33.08
    optimizer.......................................: 85.11
    optimizer-inner-step............................: 84.99
    optimizer-scheduler-step........................: 0.05
    optimizer-zero-grad.............................: 0.72
[2026-08-24 01:24:04][INFO] iteration      461/    1000 | consumed samples:        44256 | elapsed time per iteration (ms): 979.0 | throughput (samples/sec/per_device): 12.258 | learning rate: 1.467008E-05 | global batch size:    96 | action loss: 1.424901E-01 | loss scale: 1.0 | grad norm: 0.491201 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:05][INFO] iteration      462/    1000 | consumed samples:        44352 | elapsed time per iteration (ms): 977.6 | throughput (samples/sec/per_device): 12.275 | learning rate: 1.463236E-05 | global batch size:    96 | action loss: 1.563980E-01 | loss scale: 1.0 | grad norm: 0.442471 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:06][INFO] iteration      463/    1000 | consumed samples:        44448 | elapsed time per iteration (ms): 977.0 | throughput (samples/sec/per_device): 12.282 | learning rate: 1.459463E-05 | global batch size:    96 | action loss: 1.590998E-01 | loss scale: 1.0 | grad norm: 0.532343 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:07][INFO] iteration      464/    1000 | consumed samples:        44544 | elapsed time per iteration (ms): 976.8 | throughput (samples/sec/per_device): 12.285 | learning rate: 1.455688E-05 | global batch size:    96 | action loss: 1.484824E-01 | loss scale: 1.0 | grad norm: 0.579968 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:08][INFO] iteration      465/    1000 | consumed samples:        44640 | elapsed time per iteration (ms): 977.4 | throughput (samples/sec/per_device): 12.278 | learning rate: 1.451911E-05 | global batch size:    96 | action loss: 1.827243E-01 | loss scale: 1.0 | grad norm: 0.628856 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:09][INFO] iteration      466/    1000 | consumed samples:        44736 | elapsed time per iteration (ms): 979.1 | throughput (samples/sec/per_device): 12.256 | learning rate: 1.448133E-05 | global batch size:    96 | action loss: 1.661205E-01 | loss scale: 1.0 | grad norm: 0.564776 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:10][INFO] iteration      467/    1000 | consumed samples:        44832 | elapsed time per iteration (ms): 985.5 | throughput (samples/sec/per_device): 12.176 | learning rate: 1.444353E-05 | global batch size:    96 | action loss: 2.092834E-01 | loss scale: 1.0 | grad norm: 0.569910 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:11][INFO] iteration      468/    1000 | consumed samples:        44928 | elapsed time per iteration (ms): 978.8 | throughput (samples/sec/per_device): 12.260 | learning rate: 1.440572E-05 | global batch size:    96 | action loss: 1.624283E-01 | loss scale: 1.0 | grad norm: 0.505128 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:12][INFO] iteration      469/    1000 | consumed samples:        45024 | elapsed time per iteration (ms): 977.8 | throughput (samples/sec/per_device): 12.273 | learning rate: 1.436790E-05 | global batch size:    96 | action loss: 1.792163E-01 | loss scale: 1.0 | grad norm: 0.505535 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:13][INFO] iteration      470/    1000 | consumed samples:        45120 | elapsed time per iteration (ms): 977.3 | throughput (samples/sec/per_device): 12.278 | learning rate: 1.433006E-05 | global batch size:    96 | action loss: 1.486282E-01 | loss scale: 1.0 | grad norm: 0.601532 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:14][INFO] iteration      471/    1000 | consumed samples:        45216 | elapsed time per iteration (ms): 976.4 | throughput (samples/sec/per_device): 12.290 | learning rate: 1.429221E-05 | global batch size:    96 | action loss: 1.806798E-01 | loss scale: 1.0 | grad norm: 0.412211 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:15][INFO] iteration      472/    1000 | consumed samples:        45312 | elapsed time per iteration (ms): 980.5 | throughput (samples/sec/per_device): 12.239 | learning rate: 1.425434E-05 | global batch size:    96 | action loss: 1.767970E-01 | loss scale: 1.0 | grad norm: 0.450978 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:15][INFO] iteration      473/    1000 | consumed samples:        45408 | elapsed time per iteration (ms): 975.5 | throughput (samples/sec/per_device): 12.301 | learning rate: 1.421646E-05 | global batch size:    96 | action loss: 1.361184E-01 | loss scale: 1.0 | grad norm: 0.461477 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:16][INFO] iteration      474/    1000 | consumed samples:        45504 | elapsed time per iteration (ms): 976.1 | throughput (samples/sec/per_device): 12.294 | learning rate: 1.417857E-05 | global batch size:    96 | action loss: 1.472983E-01 | loss scale: 1.0 | grad norm: 0.486179 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:18][INFO] iteration      475/    1000 | consumed samples:        45600 | elapsed time per iteration (ms): 1035.8 | throughput (samples/sec/per_device): 11.585 | learning rate: 1.414067E-05 | global batch size:    96 | action loss: 1.738965E-01 | loss scale: 1.0 | grad norm: 0.444682 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:18][INFO] iteration      476/    1000 | consumed samples:        45696 | elapsed time per iteration (ms): 979.1 | throughput (samples/sec/per_device): 12.257 | learning rate: 1.410276E-05 | global batch size:    96 | action loss: 1.615090E-01 | loss scale: 1.0 | grad norm: 0.468607 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:19][INFO] iteration      477/    1000 | consumed samples:        45792 | elapsed time per iteration (ms): 977.8 | throughput (samples/sec/per_device): 12.273 | learning rate: 1.406484E-05 | global batch size:    96 | action loss: 1.648293E-01 | loss scale: 1.0 | grad norm: 0.529376 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:20][INFO] iteration      478/    1000 | consumed samples:        45888 | elapsed time per iteration (ms): 977.0 | throughput (samples/sec/per_device): 12.283 | learning rate: 1.402690E-05 | global batch size:    96 | action loss: 1.873954E-01 | loss scale: 1.0 | grad norm: 0.581934 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:21][INFO] iteration      479/    1000 | consumed samples:        45984 | elapsed time per iteration (ms): 978.1 | throughput (samples/sec/per_device): 12.268 | learning rate: 1.398895E-05 | global batch size:    96 | action loss: 1.578613E-01 | loss scale: 1.0 | grad norm: 0.540107 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:22][INFO] iteration      480/    1000 | consumed samples:        46080 | elapsed time per iteration (ms): 986.2 | throughput (samples/sec/per_device): 12.168 | learning rate: 1.395100E-05 | global batch size:    96 | action loss: 1.679787E-01 | loss scale: 1.0 | grad norm: 0.490538 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-24 01:24:22][INFO] max time across ranks (ms):
    forward-backward................................: 855.30
